"library_gene"," query_name","qGI_score","FDR","query_gene","query_type","SMF_library","SMF_query","metric(qGI_score+SMF_library)"
"NFIA","FASN_004_min",-0.3228418,0.0275780839888803,"FASN","min",0.115470456436842,-0.51017025850959,-0.207371343563158
"NFIA","LIG4_170_min",-0.3954788,0.080436019299481,"LIG4","min",0.115470456436842,-0.649059089438068,-0.280008343563158
"NFIA","STX4_161_min",-0.5027055,0.0591314248911461,"STX4","min",0.115470456436842,-0.0555408070021953,-0.387235043563158
"NFKB1","PDCD5_189_min",-0.3942156,0.0491399457566247,"PDCD5","min",-0.0212918605946056,-1.75296651304475,-0.415507460594606
"NFKB2","ALG12_122_min",-0.4776286,0.0862296152982501,"ALG12","min",-0.353272619649969,-0.614312267900159,-0.830901219649969
"NFKB2","PELO_295_rich",-0.4469047,0.094976005465307,"PELO","rich",-0.285020919207565,-1.69324653068401,-0.731925619207565
"NFKBIA","ACTB_165_min",-0.3937088,0.0420216657952099,"ACTB","min",-0.195004532452427,-1.3059780764272,-0.588713332452427
"NFKBIA","C12orf49_136_min",-0.4119068,0.0327037800848406,"C12orf49","min",-0.195004532452427,0.0772789189251666,-0.606911332452427
"NFKBIA","LRP5_343_rich",-0.4002677,0.0135398411978352,"LRP5","rich",-0.0243933921963775,-0.421650739708764,-0.424661092196377
"NFKBIA","NGLY1_097_min",-0.3544462,0.0146019040289639,"NGLY1","min",-0.195004532452427,-0.0660853472618729,-0.549450732452427
"NFKBIA","PC_219_rich",-0.2171682,0.0668854568180304,"PC","rich",-0.0243933921963775,-0.36801423322917,-0.241561592196378
"NFKBIA","PIGO_123_min",-0.3679263,0.0562720175345281,"PIGO","min",-0.195004532452427,-1.29069723448006,-0.562930832452427
"NFKBIA","VPS52_241_rich",-0.364172,0.00346174647942872,"VPS52","rich",-0.0243933921963775,-1.41695529171255,-0.388565392196377
"NFKBIL1","TCP1_369_rich",-0.4285244,0.0828797504884761,"TCP1","rich",-0.113395868157135,-2.73409055380542,-0.541920268157135
"NFKBIL1","TSC22D2_350_rich",-0.3870281,0.067620692713455,"TSC22D2","rich",-0.113395868157135,-0.640013803757435,-0.500423968157135
"NGF","TAPT1_141_min",-0.3301781,0.092102130294685,"TAPT1","min",-0.186194270461737,-0.968740270231911,-0.516372370461737
"NGLY1","ACTB_165_min",-0.4728336,0.0420217032989501,"ACTB","min",-0.0660853472618729,-1.3059780764272,-0.538918947261873
"NGLY1","APOB_341_rich",-0.6193468,0.0512413828869203,"APOB","rich",-0.261432527937317,0.0590918843267113,-0.880779327937317
"NGLY1","ATP5J_242_rich",-0.4516334,0.0851736880774537,"ATP5J","rich",-0.261432527937317,-1.022664574965,-0.713065927937317
"NGLY1","ATPAF2_236_rich",-2.285195,4.24811535472004e-09,"ATPAF2","rich",-0.261432527937317,-1.24588279852265,-2.54662752793732
"NGLY1","BCL2_338_rich",-0.9126984,1.48166418940525e-05,"BCL2","rich",-0.261432527937317,-0.394783758374041,-1.17413092793732
"NGLY1","CDKN2B_306_rich",-0.5619103,0.0208199970975566,"CDKN2B","rich",-0.261432527937317,0.00578030725876051,-0.823342827937317
"NGLY1","DNMT3B_345_rich",-0.6732413,0.012020939011044,"DNMT3B","rich",-0.261432527937317,-0.280282008183844,-0.934673827937317
"NGLY1","PC_219_rich",-0.4584992,0.00816457382805584,"PC","rich",-0.261432527937317,-0.36801423322917,-0.719931727937317
"NGLY1","SLX1_239_rich",-0.7441016,0.00294175401840658,"SLX1","rich",-0.261432527937317,0,-1.00553412793732
"NGLY1","TIMM8A_228_rich",-1.117153,2.60214272125073e-05,"TIMM8A","rich",-0.261432527937317,-0.901736882840322,-1.37858552793732
"NGLY1","VPS52_241_rich",-0.8705018,0.000287703041652438,"VPS52","rich",-0.261432527937317,-1.41695529171255,-1.13193432793732
"NGLY1","VPS54_271_rich",-0.6694952,0.00962380973774538,"VPS54","rich",-0.261432527937317,-0.987791895975991,-0.930927727937317
"NHLH2","GSK3B_237_rich",-0.3152769,0.0743015563558323,"GSK3B","rich",-0.184999795344265,0.119634907204445,-0.500276695344265
"NHLRC1","NAA35_206_rich",-0.4864375,0.0217939788698653,"NAA35","rich",-0.133415973753031,-1.52930018734108,-0.619853473753031
"NHS","AKT1_380_rich",-0.2975063,0.0998473121348356,"AKT1","rich",0.257546390233872,-0.297690049731002,-0.039959909766128
"NHS","EMC2_276_rich",-0.4263021,0.0345870743750413,"EMC2","rich",0.257546390233872,-1.09077107715189,-0.168755709766128
"NHS","KIAA0196_301_rich",-0.3382128,0.0635068388061855,"KIAA0196","rich",0.257546390233872,-0.229301987149054,-0.080666409766128
"NHS","PIH1D1_383_rich",-0.3423143,0.0641535801056222,"PIH1D1","rich",0.257546390233872,-1.39721218695006,-0.084767909766128
"NHS","RHOA_381_rich",-0.3357001,0.0729832873684172,"RHOA","rich",0.257546390233872,-0.695490493405451,-0.078153709766128
"NHS","SLX1_239_rich",-0.316758,0.0983687334168441,"SLX1","rich",0.257546390233872,0,-0.059211609766128
"NIN","COQ9_279_rich",-0.4328287,0.0356202402231821,"COQ9","rich",-0.282716194932657,-0.534292109100405,-0.715544894932657
"NIN","LRP5_343_rich",-0.4305592,0.0369641659948945,"LRP5","rich",-0.282716194932657,-0.421650739708764,-0.713275394932657
"NIN","LUZP1_283_rich",-0.4473836,0.054096731766594,"LUZP1","rich",-0.282716194932657,0.25280454635215,-0.730099794932657
"NIN","PDCD5_189_min",-0.6164617,0.0336478128190935,"PDCD5","min",-0.483891923566918,-1.75296651304475,-1.10035362356692
"NIN","PPOX_185_min",-0.6832408,0.00616537575166775,"PPOX","min",-0.483891923566918,-0.301465218721775,-1.16713272356692
"NIN","RICTOR_401_rich",-0.531005,0.0570760448495739,"RICTOR","rich",-0.282716194932657,-1.55129587858734,-0.813721194932657
"NIN","TUBB_312_rich",-0.4598947,0.017528298541968,"TUBB","rich",-0.282716194932657,-3.08855124608542,-0.742610894932657
"NIPAL4","NAT14_217_rich",-0.5531777,0.0570372077095593,"NAT14","rich",-0.0255648618526253,-0.267229782746455,-0.578742561852625
"NKX2-1","HEATR5B_406_rich",-0.6746615,0.0541115254098868,"HEATR5B","rich",-0.0540805478927845,-0.234549313609671,-0.728742047892785
"NKX2-1","RGP1_223_rich",-0.7284144,0.0431451646003309,"RGP1","rich",-0.0540805478927845,-0.544117389981908,-0.782494947892785
"NKX2-5","KAT7_173_min",-0.4414584,0.0324970386555991,"KAT7","min",0.0497381104801475,-1.34814165207953,-0.391720289519852
"NKX2-6","ARF1_397_rich",-0.4359952,0.0529159198272179,"ARF1","rich",0.133783067665484,-0.822052308835815,-0.302212132334516
"NKX2-6","GANAB_085_min",-0.5106485,0.0943700428364058,"GANAB","min",0.0831596816426298,-1.02082896390975,-0.42748881835737
"NKX2-6","ITGAV_121_rich",-0.3138756,0.0816115395673114,"ITGAV","rich",0.133783067665484,-0.731115150724097,-0.180092532334516
"NKX2-6","POLR2A_395_rich",-0.3256513,0.0373714888574455,"POLR2A","rich",0.133783067665484,-0.723743903151917,-0.191868232334516
"NKX2-6","SHROOM2_284_rich",-0.4017735,0.0251583742832447,"SHROOM2","rich",0.133783067665484,0.256273293022302,-0.267990432334516
"NKX3-2","CCDC101_062_min",-0.4229908,0.00121714699135809,"CCDC101","min",-0.0608411967199811,-0.460855911737687,-0.483831996719981
"NKX3-2","GANAB_085_min",-0.7328996,0.00088609510923258,"GANAB","min",-0.0608411967199811,-1.02082896390975,-0.793740796719981
"NKX6-2","ALG12_122_min",-0.351035,0.0836344960935787,"ALG12","min",0.221919995221624,-0.614312267900159,-0.129115004778376
"NKX6-2","FLCN_144_min",-0.2790743,0.0193562902340354,"FLCN","min",0.221919995221624,-0.148253399551714,-0.057154304778376
"NKX6-2","NAA60_139_min",-0.4016529,0.0956673240252873,"NAA60","min",0.221919995221624,0.0153219299454719,-0.179732904778376
"NKX6-2","SP1_157_min",-0.410574,0.0127540807118963,"SP1","min",0.221919995221624,-0.719378169264242,-0.188654004778376
"NKX6-2","TMEM94_275_rich",-0.4545189,0.0480889202628419,"TMEM94","rich",0.124275086627967,0,-0.330243813372033
"NLGN3","ARID2_246_rich",-0.3969585,0.0464463212096876,"ARID2","rich",0.00790731759167119,-0.384806857760921,-0.389051182408329
"NLGN3","BIRC6_056_min",-0.4756345,0.045587423329036,"BIRC6","min",0.0130833762177846,-0.0438242456221431,-0.462551123782215
"NLGN3","C17orf53_361_rich",-0.3634167,0.0560933064187392,"C17orf53","rich",0.00790731759167119,-0.966780469930334,-0.355509382408329
"NLGN3","LAMTOR4_394_rich",-0.2691543,0.0938336662750993,"LAMTOR4","rich",0.00790731759167119,-0.253198824248195,-0.261246982408329
"NLGN3","LATS1_399_rich",-0.3739383,0.0276502105400393,"LATS1","rich",0.00790731759167119,0.075636885141237,-0.366030982408329
"NLGN3","NGLY1_097_min",-0.2780794,0.0358266528605259,"NGLY1","min",0.0130833762177846,-0.0660853472618729,-0.264996023782215
"NLGN3","SLC25A15_372_rich",-0.3463482,0.0942030516362635,"SLC25A15","rich",0.00790731759167119,-0.266785194631406,-0.338440882408329
"NLGN3","TET1_344_rich",-0.3598735,0.0385420161884943,"TET1","rich",0.00790731759167119,-0.26154866723521,-0.351966182408329
"NLGN3","VPS52_241_rich",-0.1990612,0.0901360923136512,"VPS52","rich",0.00790731759167119,-1.41695529171255,-0.191153882408329
"NLGN4X","PIK3CA_182_min",-0.4396089,0.0945302828563526,"PIK3CA","min",0.213484668253684,-1.22127518261507,-0.226124231746316
"NLGN4X","SLC16A3_005_min",-0.4488613,0.0811400340644156,"SLC16A3","min",0.213484668253684,-0.0551379858915966,-0.235376631746316
"NLRP2","PC_219_rich",-0.3728573,0.0810638317930828,"PC","rich",-0.0295909757377849,-0.36801423322917,-0.402448275737785
"NME5","SLC16A1_033_min",-0.3971536,0.0475839272415189,"SLC16A1","min",0.142055212327669,0.216481417694968,-0.255098387672331
"NME8","MPV17_230_rich",-0.385038,0.0617005203863138,"MPV17","rich",0.108232594896524,-0.00776413827152112,-0.276805405103476
"NME8","SLC25A32_259_rich",-0.334461,0.0329937412975702,"SLC25A32","rich",0.108232594896524,-0.635877749005006,-0.226228405103476
"NME8","ZDHHC5_061_min",-0.6548729,0.0334980063781368,"ZDHHC5","min",0.0194360625166126,-0.616090805126181,-0.635436837483387
"NNMT","NAA35_206_rich",-0.3753931,0.0754336428756969,"NAA35","rich",0.137619826044025,-1.52930018734108,-0.237773273955975
"NOBOX","SLC25A32_259_rich",-0.4123333,0.0235344514302695,"SLC25A32","rich",0.121931240017786,-0.635877749005006,-0.290402059982214
"NOD2","ATP9B_101_min",-0.526064,0.0834180977554078,"ATP9B","min",-0.134208767339708,0.165903848445279,-0.660272767339708
"NOD2","CCT3_370_rich",-0.4016531,0.037726326862005,"CCT3","rich",0.095642572328756,-2.79645883676588,-0.306010527671244
"NOD2","IDH2_018_min",-0.4157443,0.0998307766894772,"IDH2","min",-0.134208767339708,-0.0595678664640548,-0.549953067339708
"NOD2","PIGO_123_min",-0.5420239,0.0221775627842854,"PIGO","min",-0.134208767339708,-1.29069723448006,-0.676232667339708
"NOD2","PIH1D1_383_rich",-0.3172398,0.0372932468895154,"PIH1D1","rich",0.095642572328756,-1.39721218695006,-0.221597227671244
"NOD2","SLC1A5_016_min",-0.4425758,0.0331890031617131,"SLC1A5","min",-0.134208767339708,-1.24669854034233,-0.576784567339708
"NOD2","TMEM126A_309_rich",-0.3157929,0.0248754764090783,"TMEM126A","rich",0.095642572328756,-0.411480154104907,-0.220150327671244
"NODAL","WDR73_125_min",-0.5109112,0.0563881483674624,"WDR73","min",-0.15836731268565,-1.53611327177983,-0.66927851268565
"NOG","BCL2_338_rich",-0.4076429,0.0418741931748746,"BCL2","rich",0.066708607674181,-0.394783758374041,-0.340934292325819
"NOG","TMEM126A_309_rich",-0.4421904,0.0165306440737544,"TMEM126A","rich",0.066708607674181,-0.411480154104907,-0.375481792325819
"NOG","VPS54_271_rich",-0.3671394,0.0265771330229241,"VPS54","rich",0.066708607674181,-0.987791895975991,-0.300430792325819
"NOS1","AKT1_380_rich",-0.3305025,0.0882302054314421,"AKT1","rich",0.104565935704666,-0.297690049731002,-0.225936564295334
"NOS1","TAF5L_067_min",-0.558538,0.0810517868318215,"TAF5L","min",0.0752691827443444,-0.982053888557092,-0.483268817255656
"NOS1","WASL_367_rich",-0.3523491,0.0772728514571696,"WASL","rich",0.104565935704666,-0.507182492450498,-0.247783164295334
"NOS1AP","SIN3A_155_min",-0.4586806,0.0228127653033353,"SIN3A","min",-0.0412804591058101,-1.29607499812661,-0.49996105910581
"NOS2","NAA35_206_rich",-0.597308,0.0602617812758041,"NAA35","rich",-0.216287027097057,-1.52930018734108,-0.813595027097057
"NOS2","NAT9_216_rich",-0.4153571,0.0636897762841366,"NAT9","rich",-0.216287027097057,-0.0954433391193242,-0.631644127097057
"NOS3","PTPN11_163_min",-0.1956031,0.0842908125596513,"PTPN11","min",-0.0682033609189527,-0.666460375769746,-0.263806460918953
"NOTCH3","KIAA0100_112_min",-0.4509401,0.0709304222853823,"KIAA0100","min",-0.0133264332108304,-0.822900052947545,-0.46426653321083
"NOTCH3","PGLS_046_min",-0.4193253,0.020755854142074,"PGLS","min",-0.0133264332108304,-1.01335111185333,-0.43265173321083
"NOV","USP14_142_min",-0.4137571,0.0493630115013149,"USP14","min",-0.029666823621835,-0.520178180583785,-0.443423923621835
"NPC2","USP15_014_min",-0.453746,0.0403911835758912,"USP15","min",-0.00246452064214463,-0.728172493989369,-0.456210520642145
"NPHP1","APOB_341_rich",-0.4184192,0.0667133800963025,"APOB","rich",-0.371366571030995,0.0590918843267113,-0.789785771030995
"NPHP3","FITM2_287_rich",-0.4175762,0.0423435625669595,"FITM2","rich",-0.1281067595679,-0.364086218138683,-0.5456829595679
"NPHP3","GSK3B_237_rich",-0.3324094,0.0309283693853297,"GSK3B","rich",-0.1281067595679,0.119634907204445,-0.4605161595679
"NPHP4","NDUFA2_159_rich",-0.3648303,0.0254712011741332,"NDUFA2","rich",-0.0908299025348318,-1.40559869482585,-0.455660202534832
"NPHP4","POLR2A_395_rich",-0.5482929,0.00506031088924552,"POLR2A","rich",-0.0908299025348318,-0.723743903151917,-0.639122802534832
"NPHP4","VPS52_241_rich",-0.2417972,0.0662088343007309,"VPS52","rich",-0.0908299025348318,-1.41695529171255,-0.332627102534832
"NPHS1","HDAC3_063_min",-0.508732,0.0761245642633379,"HDAC3","min",-0.417176812791151,-0.916053325249664,-0.925908812791151
"NPHS1","NGLY1_097_min",-0.2546415,0.0535209019867866,"NGLY1","min",-0.417176812791151,-0.0660853472618729,-0.671818312791151
"NPHS1","PTEN_409_rich",-0.4114572,0.0785764674405082,"PTEN","rich",-0.445174942957823,-0.21900981372642,-0.856632142957823
"NPHS2","TSC22D2_350_rich",-0.5433567,0.045146424545895,"TSC22D2","rich",-0.0703558335085228,-0.640013803757435,-0.613712533508523
"NPPA","KAT7_173_min",-0.3573817,0.0405405211509214,"KAT7","min",0.083524285163619,-1.34814165207953,-0.273857414836381
"NPPA","MGEA5_146_min",-0.4186322,0.076264440869596,"MGEA5","min",0.083524285163619,-2.04211712606601,-0.335107914836381
"NPR2","ARMC5_325_rich",-0.3420705,0.0765198972886018,"ARMC5","rich",-0.450319407080307,-0.402137539411194,-0.792389907080307
"NPR2","C1orf112_393_rich",-0.4584986,0.00078687321021092,"C1orf112","rich",-0.450319407080307,-0.666320228375642,-0.908818007080307
"NPR2","LIG4_170_min",-0.4850107,0.0141161211118096,"LIG4","min",-0.460744466013294,-0.649059089438068,-0.945755166013294
"NPR2","TMEM94_275_rich",-0.3892851,0.0422591891582467,"TMEM94","rich",-0.450319407080307,0,-0.839604507080307
"NPR2","TSC22D2_350_rich",-0.6561705,0.00651731462365383,"TSC22D2","rich",-0.450319407080307,-0.640013803757435,-1.10648990708031
"NPR3","WDR73_125_min",-0.5413063,0.0426095106785243,"WDR73","min",0.0427924794684637,-1.53611327177983,-0.498513820531536
"NPRL2","APOB_341_rich",-0.1421595,0.0689991439865544,"APOB","rich",0.389084916585581,0.0590918843267113,0.246925416585581
"NPRL2","ARL1_221_rich",-0.3171026,0.00429987886706938,"ARL1","rich",0.389084916585581,-0.131987622733933,0.071982316585581
"NPRL2","ARMC5_325_rich",-0.3126299,0.00418621916677206,"ARMC5","rich",0.389084916585581,-0.402137539411194,0.076455016585581
"NPRL2","ATP5L_334_rich",-0.6409955,8.66413428947101e-05,"ATP5L","rich",0.389084916585581,-0.733990543864709,-0.251910583414419
"NPRL2","C17orf53_361_rich",-0.3870572,0.00972096136002727,"C17orf53","rich",0.389084916585581,-0.966780469930334,0.00202771658558099
"NPRL2","C1orf112_393_rich",-0.2568992,0.0132422741897667,"C1orf112","rich",0.389084916585581,-0.666320228375642,0.132185716585581
"NPRL2","C5orf34_357_rich",-0.3212539,0.000642482391227866,"C5orf34","rich",0.389084916585581,-0.268901416446952,0.067831016585581
"NPRL2","CLPX_177_min",-0.2925197,0.00358276039173717,"CLPX","min",-0.360783200311326,-1.26460006634722,-0.653302900311326
"NPRL2","COQ9_279_rich",-0.3682281,0.00192907819451701,"COQ9","rich",0.389084916585581,-0.534292109100405,0.020856816585581
"NPRL2","DDI2_270_rich",-0.3028499,0.0318374838939107,"DDI2","rich",0.389084916585581,-0.392669681084805,0.086235016585581
"NPRL2","DNMT3B_345_rich",-0.2095357,0.0819616794455578,"DNMT3B","rich",0.389084916585581,-0.280282008183844,0.179549216585581
"NPRL2","EXO1_384_rich",-0.1961453,0.0612074771054978,"EXO1","rich",0.389084916585581,-0.877213474586075,0.192939616585581
"NPRL2","FANCA_353_rich",-0.4606309,0.00606001142331606,"FANCA","rich",0.389084916585581,-1.11865993915876,-0.071545983414419
"NPRL2","FASN_004_min",-0.4119119,0.000430124736768586,"FASN","min",-0.360783200311326,-0.51017025850959,-0.772695100311326
"NPRL2","FOXRED1_226_rich",-0.4233629,0.00191116084135187,"FOXRED1","rich",0.389084916585581,-1.02663075410245,-0.034277983414419
"NPRL2","GSK3A_247_rich",-0.4286033,0.0178248047680165,"GSK3A","rich",0.389084916585581,-0.0235399473345744,-0.039518383414419
"NPRL2","GSK3B_237_rich",-0.4380786,0.000143729089389656,"GSK3B","rich",0.389084916585581,0.119634907204445,-0.048993683414419
"NPRL2","HEATR5B_406_rich",-0.1451919,0.00251541667706907,"HEATR5B","rich",0.389084916585581,-0.234549313609671,0.243893016585581
"NPRL2","LAMTOR4_394_rich",-0.5460253,0.00152819534270671,"LAMTOR4","rich",0.389084916585581,-0.253198824248195,-0.156940383414419
"NPRL2","LCMT1_235_rich",-0.2885333,0.0618551294017755,"LCMT1","rich",0.389084916585581,-0.580577538753013,0.100551616585581
"NPRL2","MPV17_230_rich",-0.2251415,0.00553748431974213,"MPV17","rich",0.389084916585581,-0.00776413827152112,0.163943416585581
"NPRL2","NAA35_206_rich",-0.1289601,0.0143742451119999,"NAA35","rich",0.389084916585581,-1.52930018734108,0.260124816585581
"NPRL2","NDUFA2_159_rich",-0.9930602,1.93414274583319e-08,"NDUFA2","rich",0.389084916585581,-1.40559869482585,-0.603975283414419
"NPRL2","PARP1_364_rich",-0.2995912,0.0203786278024202,"PARP1","rich",0.389084916585581,-0.70248917605682,0.089493716585581
"NPRL2","PDCD10_327_rich",-0.354195,0.000905708499151776,"PDCD10","rich",0.389084916585581,0.433512480510617,0.034889916585581
"NPRL2","PIGA_330_rich",-0.5689232,0.00953075276557741,"PIGA","rich",0.389084916585581,-0.0410740298416923,-0.179838283414419
"NPRL2","PTAR1_109_min",-0.5669569,0.00607137264469596,"PTAR1","min",-0.360783200311326,-1.84144546885206,-0.927740100311326
"NPRL2","ROCK2_322_rich",-0.3583654,0.00493729043562754,"ROCK2","rich",0.389084916585581,0.226390889062903,0.030719516585581
"NPRL2","SETDB1_329_rich",-0.4292806,1.09579924594136e-05,"SETDB1","rich",0.389084916585581,-0.106186400751038,-0.040195683414419
"NPRL2","STAG2_389_rich",-0.1805081,0.00625662514208655,"STAG2","rich",0.389084916585581,-0.972241104385054,0.208576816585581
"NPRL2","TIMM8A_228_rich",-0.744585,3.3400597253141e-05,"TIMM8A","rich",0.389084916585581,-0.901736882840322,-0.355500083414419
"NPRL2","TMEM126A_309_rich",-0.591835,9.39830556526549e-06,"TMEM126A","rich",0.389084916585581,-0.411480154104907,-0.202750083414419
"NPRL2","TMEM94_275_rich",-0.2409806,0.0120610972294613,"TMEM94","rich",0.389084916585581,0,0.148104316585581
"NPSR1","GFPT1_127_min",-0.4576313,0.0337280596724571,"GFPT1","min",-0.173628084057863,-0.550101160565831,-0.631259384057863
"NPTX1","FLCN_144_min",-0.3932003,0.0284164773825488,"FLCN","min",-0.0941747186295157,-0.148253399551714,-0.487375018629516
"NQO1","PIGA_330_rich",-0.4128727,0.0553393171441381,"PIGA","rich",-0.171112586531116,-0.0410740298416923,-0.583985286531116
"NQO2","FANCA_353_rich",-0.4589738,0.0753819318052904,"FANCA","rich",0.162777487913978,-1.11865993915876,-0.296196312086022
"NR0B1","PELO_295_rich",-0.5041678,0.0767717722214795,"PELO","rich",0.324527172462678,-1.69324653068401,-0.179640627537322
"NR0B2","ARID2_246_rich",-0.3904551,0.0750298201431968,"ARID2","rich",-0.143624405943814,-0.384806857760921,-0.534079505943814
"NR0B2","NF2_065_min",-0.4613047,0.047122192447295,"NF2","min",-0.291999570444665,-0.26323296520172,-0.753304270444665
"NR0B2","NRBP1_349_rich",-0.3876282,0.0646470444969533,"NRBP1","rich",-0.143624405943814,-0.981760950182618,-0.531252605943814
"NR0B2","SLC25A15_372_rich",-0.3210599,0.0929339986170023,"SLC25A15","rich",-0.143624405943814,-0.266785194631406,-0.464684305943814
"NR1H4","TSC2_150_min",-0.5361593,0.0477899481755738,"TSC2","min",0.106210802908794,-1.18103804256508,-0.429948497091206
"NR2F1","TAPT1_141_min",-0.4304637,0.0933711693165188,"TAPT1","min",-0.185157925828837,-0.968740270231911,-0.615621625828837
"NR2F2","BRD4_037_min",-0.5569523,0.0803056049230743,"BRD4","min",0.163221105868795,-1.33826033052614,-0.393731194131205
"NR2F2","CRIPT_260_rich",-0.4064389,0.0387995863561061,"CRIPT","rich",0.220825564846696,-0.30293875946562,-0.185613335153304
"NR2F2","DDX11_210_rich",-0.4005423,0.0344574656554529,"DDX11","rich",0.220825564846696,-3.01866787440148,-0.179716735153304
"NR2F2","FCHO2_323_rich",-0.5469606,0.0318807110902632,"FCHO2","rich",0.220825564846696,-0.313880132529265,-0.326135035153304
"NR2F2","FLCN_144_min",-0.2764135,0.0910914203749433,"FLCN","min",0.163221105868795,-0.148253399551714,-0.113192394131205
"NR2F2","LAMTOR4_394_rich",-0.3363527,0.00897301348360671,"LAMTOR4","rich",0.220825564846696,-0.253198824248195,-0.115527135153304
"NR2F2","PC_219_rich",-0.4543507,0.0682117547585527,"PC","rich",0.220825564846696,-0.36801423322917,-0.233525135153304
"NR3C1","POLR2A_395_rich",-0.3533875,0.0766296090983138,"POLR2A","rich",0.0857706367224109,-0.723743903151917,-0.267616863277589
"NR3C1","USP14_142_min",-0.4625719,0.0897229891050182,"USP14","min",0.0790821505035707,-0.520178180583785,-0.383489749496429
"NR3C2","ABCC1_058_min",-0.382754,0.0697009447158271,"ABCC1","min",0.0116298990022156,0.233176545917834,-0.371124100997784
"NR3C2","ALG8_055_min",-0.5334244,0.0388881968374846,"ALG8","min",0.0116298990022156,-1.49292898310823,-0.521794500997784
"NR3C2","BCL2_338_rich",-0.3817557,0.0906340882751654,"BCL2","rich",0.0203659497105865,-0.394783758374041,-0.361389750289413
"NR4A2","ATRX_020_min",-0.5586475,0.0811431111738584,"ATRX","min",-0.0637534703121581,-1.38880224151935,-0.622400970312158
"NR4A2","DDX11_210_rich",-0.375643,0.0707891049128161,"DDX11","rich",0.0460509525858129,-3.01866787440148,-0.329592047414187
"NRAS","CDKN2B_306_rich",-0.3589372,0.0289052238624522,"CDKN2B","rich",-0.281287203128474,0.00578030725876051,-0.640224403128474
"NRAS","CRIPT_260_rich",-0.5825139,0.0050228559904761,"CRIPT","rich",-0.281287203128474,-0.30293875946562,-0.863801103128474
"NRAS","SLC3A2_137_min",-0.2972941,0.0654110403384778,"SLC3A2","min",-0.287836607357297,0.176473118717745,-0.585130707357297
"NRL","BLM_390_rich",-0.3344323,0.023748480262859,"BLM","rich",-0.452067680604043,-1.17410616181416,-0.786499980604043
"NRL","BRD4_037_min",-0.4536522,0.0672649215273844,"BRD4","min",-0.631107585410503,-1.33826033052614,-1.0847597854105
"NRL","C1orf112_393_rich",-0.1752087,0.0491452063311639,"C1orf112","rich",-0.452067680604043,-0.666320228375642,-0.627276380604043
"NRL","CDKN2B_306_rich",-0.2920242,0.0100766019325617,"CDKN2B","rich",-0.452067680604043,0.00578030725876051,-0.744091880604043
"NRL","EMC6_231_rich",-0.3782241,0.0344321694558931,"EMC6","rich",-0.452067680604043,-1.17285180151228,-0.830291780604043
"NRL","GSK3B_237_rich",-0.2459725,0.0270129370084589,"GSK3B","rich",-0.452067680604043,0.119634907204445,-0.698040180604043
"NRL","LAMTOR4_394_rich",-0.6680809,0.00874282557769295,"LAMTOR4","rich",-0.452067680604043,-0.253198824248195,-1.12014858060404
"NRL","LATS1_399_rich",-0.2290012,0.0922361748816084,"LATS1","rich",-0.452067680604043,0.075636885141237,-0.681068880604043
"NRL","NDUFA2_159_rich",-0.2729318,0.018458930747841,"NDUFA2","rich",-0.452067680604043,-1.40559869482585,-0.724999480604043
"NRL","PIH1D1_383_rich",-0.5374338,0.00292863316625842,"PIH1D1","rich",-0.452067680604043,-1.39721218695006,-0.989501480604043
"NRL","POLR2A_395_rich",-0.2979993,0.0208348055515254,"POLR2A","rich",-0.452067680604043,-0.723743903151917,-0.750066980604043
"NRL","PREPL_371_rich",-0.4539407,0.0640268898470655,"PREPL","rich",-0.452067680604043,-0.577775260602194,-0.906008380604043
"NRL","RER1_324_rich",-0.3342055,0.0363898881346109,"RER1","rich",-0.452067680604043,-0.650084666465513,-0.786273180604043
"NRL","SLX1_239_rich",-0.3332311,0.026813719627291,"SLX1","rich",-0.452067680604043,0,-0.785298780604043
"NRL","TCP1_369_rich",-0.3681443,0.0406081432403396,"TCP1","rich",-0.452067680604043,-2.73409055380542,-0.820211980604043
"NRL","TOMM7_220_rich",-0.3606157,0.0111169717054976,"TOMM7","rich",-0.452067680604043,-0.396727096804361,-0.812683380604043
"NRROS","GFPT1_127_min",-0.2700971,0.0681003450341454,"GFPT1","min",0.0484651029036549,-0.550101160565831,-0.221631997096345
"NRXN1","BCL2_338_rich",-0.5376467,0.00703399825096932,"BCL2","rich",0.115685651893237,-0.394783758374041,-0.421961048106763
"NSD1","ACTB_165_min",-0.3954116,0.0672870835429516,"ACTB","min",-0.979561441241209,-1.3059780764272,-1.37497304124121
"NSD1","ACTG1_124_min",-0.3331419,0.0037473719400361,"ACTG1","min",-0.979561441241209,-1.05195166698319,-1.31270334124121
"NSD1","AKT1_380_rich",-0.7456563,0.00635431995470372,"AKT1","rich",-0.248742741976058,-0.297690049731002,-0.994399041976058
"NSD1","ANTXR1_305_rich",-0.4879267,0.0233920771449713,"ANTXR1","rich",-0.248742741976058,0.00659912301585483,-0.736669441976058
"NSD1","ARID1A_019_min",-0.7122796,9.65642550992853e-05,"ARID1A","min",-0.979561441241209,0.140934422468392,-1.69184104124121
"NSD1","ATG5_128_min",-0.07817072,0.0287975473528484,"ATG5","min",-0.979561441241209,-0.247898183000309,-1.05773216124121
"NSD1","ATRX_020_min",-0.50124,0.0744510781788274,"ATRX","min",-0.979561441241209,-1.38880224151935,-1.48080144124121
