	id	name	num_neighborhoods_enriched	top	num_connected_components	size_connected_components	num_large_connected_components	domain
6760	6760	GO:0045975 positive regulation of translation, ncRNA-mediated	0.0	False	0		0	0
6761	6761	GO:0045976 negative regulation of mitotic cell cycle, embryonic	0.0	False	0		0	0
6762	6762	GO:0045977 positive regulation of mitotic cell cycle, embryonic	0.0	False	0		0	0
6763	6763	GO:0045980 negative regulation of nucleotide metabolic process	0.0	False	0		0	0
6764	6764	GO:0045981 positive regulation of nucleotide metabolic process	0.0	False	0		0	0
6765	6765	GO:0045986 negative regulation of smooth muscle contraction	0.0	False	0		0	0
6766	6766	GO:0045987 positive regulation of smooth muscle contraction	0.0	False	0		0	0
6767	6767	GO:0045988 negative regulation of striated muscle contraction	0.0	False	0		0	0
6768	6768	GO:0045989 positive regulation of striated muscle contraction	0.0	False	0		0	0
6769	6769	GO:0045990 carbon catabolite regulation of transcription	0.0	False	0		0	0
6770	6770	GO:0045991 carbon catabolite activation of transcription	0.0	False	0		0	0
6771	6771	GO:0045992 negative regulation of embryonic development	0.0	False	0		0	0
6772	6772	GO:0045993 negative regulation of translational initiation by iron	0.0	False	0		0	0
6773	6773	GO:0045994 positive regulation of translational initiation by iron	0.0	False	0		0	0
6774	6774	GO:0045995 regulation of embryonic development	0.0	False	0		0	0
6775	6775	GO:0046005 positive regulation of circadian sleep/wake cycle, REM sleep	0.0	False	0		0	0
6776	6776	GO:0046006 regulation of activated T cell proliferation	0.0	False	0		0	0
6777	6777	GO:0046007 negative regulation of activated T cell proliferation	0.0	False	0		0	0
6778	6778	GO:0046010 positive regulation of circadian sleep/wake cycle, non-REM sleep	0.0	False	0		0	0
6779	6779	GO:0046013 regulation of T cell homeostatic proliferation	0.0	False	0		0	0
6780	6780	GO:0046015 regulation of transcription by glucose	0.0	False	0		0	0
6781	6781	GO:0046016 positive regulation of transcription by glucose	0.0	False	0		0	0
6782	6782	GO:0046031 ADP metabolic process	30.0	False	10	[15  7  1  1  1  1  1  1  1  1]	1	0
6783	6783	GO:0046032 ADP catabolic process	0.0	False	0		0	0
6784	6784	GO:0046033 AMP metabolic process	0.0	False	0		0	0
6785	6785	GO:0046034 ATP metabolic process	0.0	False	0		0	0
6786	6786	GO:0046036 CTP metabolic process	0.0	False	0		0	0
6787	6787	GO:0046037 GMP metabolic process	0.0	False	0		0	0
6788	6788	GO:0046038 GMP catabolic process	0.0	False	0		0	0
6789	6789	GO:0046039 GTP metabolic process	0.0	False	0		0	0
6790	6790	GO:0046040 IMP metabolic process	0.0	False	0		0	0
6791	6791	GO:0046041 ITP metabolic process	0.0	False	0		0	0
6792	6792	GO:0046050 UMP catabolic process	0.0	False	0		0	0
6793	6793	GO:0046051 UTP metabolic process	0.0	False	0		0	0
6794	6794	GO:0046052 UTP catabolic process	0.0	False	0		0	0
6795	6795	GO:0046054 dGMP metabolic process	0.0	False	0		0	0
6796	6796	GO:0046055 dGMP catabolic process	0.0	False	0		0	0
6797	6797	GO:0046056 dADP metabolic process	0.0	False	0		0	0
6798	6798	GO:0046057 dADP catabolic process	0.0	False	0		0	0
6799	6799	GO:0046058 cAMP metabolic process	0.0	False	0		0	0
6800	6800	GO:0046059 dAMP catabolic process	0.0	False	0		0	0
6801	6801	GO:0046060 dATP metabolic process	0.0	False	0		0	0
6802	6802	GO:0046061 dATP catabolic process	0.0	False	0		0	0
6803	6803	GO:0046066 dGDP metabolic process	0.0	False	0		0	0
6804	6804	GO:0046067 dGDP catabolic process	0.0	False	0		0	0
6805	6805	GO:0046068 cGMP metabolic process	0.0	False	0		0	0
6806	6806	GO:0046069 cGMP catabolic process	0.0	False	0		0	0
6807	6807	GO:0046070 dGTP metabolic process	0.0	False	0		0	0
6808	6808	GO:0046074 dTMP catabolic process	0.0	False	0		0	0
6809	6809	GO:0046076 dTTP catabolic process	0.0	False	0		0	0
6810	6810	GO:0046079 dUMP catabolic process	0.0	False	0		0	0
6811	6811	GO:0046081 dUTP catabolic process	0.0	False	0		0	0
6812	6812	GO:0046084 adenine biosynthetic process	0.0	False	0		0	0
6813	6813	GO:0046085 adenosine metabolic process	0.0	False	0		0	0
6814	6814	GO:0046086 adenosine biosynthetic process	0.0	False	0		0	0
6815	6815	GO:0046092 deoxycytidine metabolic process	0.0	False	0		0	0
6816	6816	GO:0046098 guanine metabolic process	0.0	False	0		0	0
6817	6817	GO:0046100 hypoxanthine metabolic process	0.0	False	0		0	0
6818	6818	GO:0046101 hypoxanthine biosynthetic process	0.0	False	0		0	0
6819	6819	GO:0046103 inosine biosynthetic process	0.0	False	0		0	0
6820	6820	GO:0046104 thymidine metabolic process	0.0	False	0		0	0
6821	6821	GO:0046105 thymidine biosynthetic process	0.0	False	0		0	0
6822	6822	GO:0046108 uridine metabolic process	0.0	False	0		0	0
6823	6823	GO:0046111 xanthine biosynthetic process	0.0	False	0		0	0
6824	6824	GO:0046121 deoxyribonucleoside catabolic process	0.0	False	0		0	0
6825	6825	GO:0046122 purine deoxyribonucleoside metabolic process	0.0	False	0		0	0
6826	6826	GO:0046124 purine deoxyribonucleoside catabolic process	0.0	False	0		0	0
6827	6827	GO:0046125 pyrimidine deoxyribonucleoside metabolic process	0.0	False	0		0	0
6828	6828	GO:0046126 pyrimidine deoxyribonucleoside biosynthetic process	0.0	False	0		0	0
6829	6829	GO:0046127 pyrimidine deoxyribonucleoside catabolic process	0.0	False	0		0	0
6830	6830	GO:0046128 purine ribonucleoside metabolic process	0.0	False	0		0	0
6831	6831	GO:0046129 purine ribonucleoside biosynthetic process	0.0	False	0		0	0
6832	6832	GO:0046130 purine ribonucleoside catabolic process	0.0	False	0		0	0
6833	6833	GO:0046131 pyrimidine ribonucleoside metabolic process	0.0	False	0		0	0
6834	6834	GO:0046133 pyrimidine ribonucleoside catabolic process	0.0	False	0		0	0
6835	6835	GO:0046134 pyrimidine nucleoside biosynthetic process	0.0	False	0		0	0
6836	6836	GO:0046135 pyrimidine nucleoside catabolic process	0.0	False	0		0	0
6837	6837	GO:0046146 tetrahydrobiopterin metabolic process	0.0	False	0		0	0
6838	6838	GO:0046148 pigment biosynthetic process	0.0	False	0		0	0
6839	6839	GO:0046164 alcohol catabolic process	0.0	False	0		0	0
6840	6840	GO:0046165 alcohol biosynthetic process	142.0	True	1	[142]	1	11
6841	6841	GO:0046166 glyceraldehyde-3-phosphate biosynthetic process	0.0	False	0		0	0
6842	6842	GO:0046167 glycerol-3-phosphate biosynthetic process	0.0	False	0		0	0
6843	6843	GO:0046168 glycerol-3-phosphate catabolic process	0.0	False	0		0	0
6844	6844	GO:0046176 aldonic acid catabolic process	0.0	False	0		0	0
6845	6845	GO:0046177 D-gluconate catabolic process	0.0	False	0		0	0
6846	6846	GO:0046184 aldehyde biosynthetic process	0.0	False	0		0	0
6847	6847	GO:0046185 aldehyde catabolic process	0.0	False	0		0	0
6848	6848	GO:0046189 phenol-containing compound biosynthetic process	0.0	False	0		0	0
6849	6849	GO:0046203 spermidine catabolic process	0.0	False	0		0	0
6850	6850	GO:0046204 nor-spermidine metabolic process	0.0	False	0		0	0
6851	6851	GO:0046208 spermine catabolic process	0.0	False	0		0	0
6852	6852	GO:0046209 nitric oxide metabolic process	0.0	False	0		0	0
6853	6853	GO:0046210 nitric oxide catabolic process	0.0	False	0		0	0
6854	6854	GO:0046218 indolalkylamine catabolic process	0.0	False	0		0	0
6855	6855	GO:0046219 indolalkylamine biosynthetic process	0.0	False	0		0	0
6856	6856	GO:0046222 aflatoxin metabolic process	0.0	False	0		0	0
6857	6857	GO:0046223 aflatoxin catabolic process	0.0	False	0		0	0
6858	6858	GO:0046226 coumarin catabolic process	0.0	False	0		0	0
6859	6859	GO:0046247 terpene catabolic process	0.0	False	0		0	0
6860	6860	GO:0046272 stilbene catabolic process	0.0	False	0		0	0
6861	6861	GO:0046293 formaldehyde biosynthetic process	0.0	False	0		0	0
6862	6862	GO:0046294 formaldehyde catabolic process	0.0	False	0		0	0
6863	6863	GO:0046295 glycolate biosynthetic process	0.0	False	0		0	0
6864	6864	GO:0046296 glycolate catabolic process	0.0	False	0		0	0
6865	6865	GO:0046314 phosphocreatine biosynthetic process	0.0	False	0		0	0
6866	6866	GO:0046318 negative regulation of glucosylceramide biosynthetic process	0.0	False	0		0	0
6867	6867	GO:0046320 regulation of fatty acid oxidation	0.0	False	0		0	0
6868	6868	GO:0046321 positive regulation of fatty acid oxidation	0.0	False	0		0	0
6869	6869	GO:0046322 negative regulation of fatty acid oxidation	0.0	False	0		0	0
6870	6870	GO:0046323 glucose import	0.0	False	0		0	0
6871	6871	GO:0046324 regulation of glucose import	0.0	False	0		0	0
6872	6872	GO:0046325 negative regulation of glucose import	0.0	False	0		0	0
6873	6873	GO:0046326 positive regulation of glucose import	45.0	True	1	[45]	1	31
6874	6874	GO:0046327 glycerol biosynthetic process from pyruvate	0.0	False	0		0	0
6875	6875	GO:0046328 regulation of JNK cascade	0.0	False	0		0	0
6876	6876	GO:0046329 negative regulation of JNK cascade	0.0	False	0		0	0
6877	6877	GO:0046330 positive regulation of JNK cascade	0.0	False	0		0	0
6878	6878	GO:0046331 lateral inhibition	0.0	False	0		0	0
6879	6879	GO:0046333 octopamine metabolic process	0.0	False	0		0	0
6880	6880	GO:0046337 phosphatidylethanolamine metabolic process	0.0	False	0		0	0
6881	6881	GO:0046338 phosphatidylethanolamine catabolic process	0.0	False	0		0	0
6882	6882	GO:0046339 diacylglycerol metabolic process	0.0	False	0		0	0
6883	6883	GO:0046340 diacylglycerol catabolic process	0.0	False	0		0	0
6884	6884	GO:0046341 CDP-diacylglycerol metabolic process	0.0	False	0		0	0
6885	6885	GO:0046348 amino sugar catabolic process	0.0	False	0		0	0
6886	6886	GO:0046349 amino sugar biosynthetic process	0.0	False	0		0	0
6887	6887	GO:0046351 disaccharide biosynthetic process	0.0	False	0		0	0
6888	6888	GO:0046352 disaccharide catabolic process	0.0	False	0		0	0
6889	6889	GO:0046356 acetyl-CoA catabolic process	0.0	False	0		0	0
6890	6890	GO:0046359 butyrate catabolic process	0.0	False	0		0	0
6891	6891	GO:0046360 2-oxobutyrate biosynthetic process	0.0	False	0		0	0
6892	6892	GO:0046364 monosaccharide biosynthetic process	0.0	False	0		0	0
6893	6893	GO:0046365 monosaccharide catabolic process	0.0	False	0		0	0
6894	6894	GO:0046368 GDP-L-fucose metabolic process	0.0	False	0		0	0
6895	6895	GO:0046370 fructose biosynthetic process	0.0	False	0		0	0
6896	6896	GO:0046373 L-arabinose metabolic process	0.0	False	0		0	0
6897	6897	GO:0046379 extracellular polysaccharide metabolic process	0.0	False	0		0	0
6898	6898	GO:0046380 N-acetylneuraminate biosynthetic process	0.0	False	0		0	0
6899	6899	GO:0046386 deoxyribose phosphate catabolic process	0.0	False	0		0	0
6900	6900	GO:0046390 ribose phosphate biosynthetic process	0.0	False	0		0	0
6901	6901	GO:0046394 carboxylic acid biosynthetic process	0.0	False	0		0	0
6902	6902	GO:0046395 carboxylic acid catabolic process	0.0	False	0		0	0
6903	6903	GO:0046398 UDP-glucuronate metabolic process	0.0	False	0		0	0
6904	6904	GO:0046415 urate metabolic process	0.0	False	0		0	0
6905	6905	GO:0046416 D-amino acid metabolic process	0.0	False	0		0	0
6906	6906	GO:0046425 regulation of receptor signaling pathway via JAK-STAT	0.0	False	0		0	0
6907	6907	GO:0046426 negative regulation of receptor signaling pathway via JAK-STAT	0.0	False	0		0	0
6908	6908	GO:0046427 positive regulation of receptor signaling pathway via JAK-STAT	0.0	False	0		0	0
6909	6909	GO:0046434 organophosphate catabolic process	0.0	False	0		0	0
6910	6910	GO:0046437 D-amino acid biosynthetic process	0.0	False	0		0	0
6911	6911	GO:0046444 FMN metabolic process	0.0	False	0		0	0
6912	6912	GO:0046448 tropane alkaloid metabolic process	0.0	False	0		0	0
6913	6913	GO:0046449 creatinine metabolic process	0.0	False	0		0	0
6914	6914	GO:0046452 dihydrofolate metabolic process	0.0	False	0		0	0
6915	6915	GO:0046456 icosanoid biosynthetic process	0.0	False	0		0	0
6916	6916	GO:0046457 prostanoid biosynthetic process	0.0	False	0		0	0
6917	6917	GO:0046458 hexadecanal metabolic process	0.0	False	0		0	0
6918	6918	GO:0046459 short-chain fatty acid metabolic process	0.0	False	0		0	0
6919	6919	GO:0046463 acylglycerol biosynthetic process	0.0	False	0		0	0
6920	6920	GO:0046464 acylglycerol catabolic process	0.0	False	0		0	0
6921	6921	GO:0046465 dolichyl diphosphate metabolic process	0.0	False	0		0	0
6922	6922	GO:0046466 membrane lipid catabolic process	0.0	False	0		0	0
6923	6923	GO:0046467 membrane lipid biosynthetic process	121.0	False	7	[109   5   3   1   1   1   1]	1	0
6924	6924	GO:0046469 platelet activating factor metabolic process	0.0	False	0		0	0
6925	6925	GO:0046470 phosphatidylcholine metabolic process	0.0	False	0		0	0
6926	6926	GO:0046471 phosphatidylglycerol metabolic process	0.0	False	0		0	0
6927	6927	GO:0046473 phosphatidic acid metabolic process	0.0	False	0		0	0
6928	6928	GO:0046474 glycerophospholipid biosynthetic process	0.0	False	0		0	0
6929	6929	GO:0046475 glycerophospholipid catabolic process	0.0	False	0		0	0
6930	6930	GO:0046476 glycosylceramide biosynthetic process	0.0	False	0		0	0
6931	6931	GO:0046477 glycosylceramide catabolic process	0.0	False	0		0	0
6932	6932	GO:0046479 glycosphingolipid catabolic process	0.0	False	0		0	0
6933	6933	GO:0046485 ether lipid metabolic process	0.0	False	0		0	0
6934	6934	GO:0046486 glycerolipid metabolic process	63.0	True	1	[63]	1	17
6935	6935	GO:0046487 glyoxylate metabolic process	0.0	False	0		0	0
6936	6936	GO:0046488 phosphatidylinositol metabolic process	0.0	False	0		0	0
6937	6937	GO:0046490 isopentenyl diphosphate metabolic process	0.0	False	0		0	0
6938	6938	GO:0046491 L-methylmalonyl-CoA metabolic process	0.0	False	0		0	0
6939	6939	GO:0046496 nicotinamide nucleotide metabolic process	0.0	False	0		0	0
6940	6940	GO:0046498 S-adenosylhomocysteine metabolic process	0.0	False	0		0	0
6941	6941	GO:0046500 S-adenosylmethionine metabolic process	0.0	False	0		0	0
6942	6942	GO:0046501 protoporphyrinogen IX metabolic process	0.0	False	0		0	0
6943	6943	GO:0046503 glycerolipid catabolic process	0.0	False	0		0	0
6944	6944	GO:0046511 sphinganine biosynthetic process	0.0	False	0		0	0
6945	6945	GO:0046512 sphingosine biosynthetic process	0.0	False	0		0	0
6946	6946	GO:0046513 ceramide biosynthetic process	167.0	False	11	[153   5   1   1   1   1   1   1   1   1   1]	1	0
6947	6947	GO:0046514 ceramide catabolic process	0.0	False	0		0	0
6948	6948	GO:0046519 sphingoid metabolic process	0.0	False	0		0	0
6949	6949	GO:0046520 sphingoid biosynthetic process	0.0	False	0		0	0
6950	6950	GO:0046521 sphingoid catabolic process	0.0	False	0		0	0
6951	6951	GO:0046530 photoreceptor cell differentiation	0.0	False	0		0	0
6952	6952	GO:0046533 negative regulation of photoreceptor cell differentiation	0.0	False	0		0	0
6953	6953	GO:0046541 saliva secretion	0.0	False	0		0	0
6954	6954	GO:0046543 development of secondary female sexual characteristics	0.0	False	0		0	0
6955	6955	GO:0046544 development of secondary male sexual characteristics	0.0	False	0		0	0
6956	6956	GO:0046545 development of primary female sexual characteristics	0.0	False	0		0	0
6957	6957	GO:0046546 development of primary male sexual characteristics	0.0	False	0		0	0
6958	6958	GO:0046548 retinal rod cell development	0.0	False	0		0	0
6959	6959	GO:0046549 retinal cone cell development	0.0	False	0		0	0
6960	6960	GO:0046552 photoreceptor cell fate commitment	0.0	False	0		0	0
6961	6961	GO:0046578 regulation of Ras protein signal transduction	0.0	False	0		0	0
6962	6962	GO:0046579 positive regulation of Ras protein signal transduction	16.0	False	12	[5 1 1 1 1 1 1 1 1 1 1 1]	0	0
6963	6963	GO:0046580 negative regulation of Ras protein signal transduction	0.0	False	0		0	0
6964	6964	GO:0046587 positive regulation of calcium-dependent cell-cell adhesion	0.0	False	0		0	0
6965	6965	GO:0046588 negative regulation of calcium-dependent cell-cell adhesion	0.0	False	0		0	0
6966	6966	GO:0046596 regulation of viral entry into host cell	0.0	False	0		0	0
6967	6967	GO:0046597 negative regulation of viral entry into host cell	0.0	False	0		0	0
6968	6968	GO:0046598 positive regulation of viral entry into host cell	0.0	False	0		0	0
6969	6969	GO:0046599 regulation of centriole replication	27.0	False	23	[5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]	0	0
6970	6970	GO:0046600 negative regulation of centriole replication	0.0	False	0		0	0
6971	6971	GO:0046601 positive regulation of centriole replication	0.0	False	0		0	0
6972	6972	GO:0046602 regulation of mitotic centrosome separation	0.0	False	0		0	0
6973	6973	GO:0046603 negative regulation of mitotic centrosome separation	0.0	False	0		0	0
6974	6974	GO:0046604 positive regulation of mitotic centrosome separation	0.0	False	0		0	0
6975	6975	GO:0046605 regulation of centrosome cycle	0.0	False	0		0	0
6976	6976	GO:0046606 negative regulation of centrosome cycle	0.0	False	0		0	0
6977	6977	GO:0046618 drug export	0.0	False	0		0	0
6978	6978	GO:0046619 optic placode formation involved in camera-type eye formation	0.0	False	0		0	0
6979	6979	GO:0046620 regulation of organ growth	0.0	False	0		0	0
6980	6980	GO:0046621 negative regulation of organ growth	0.0	False	0		0	0
6981	6981	GO:0046622 positive regulation of organ growth	0.0	False	0		0	0
6982	6982	GO:0046626 regulation of insulin receptor signaling pathway	0.0	False	0		0	0
6983	6983	GO:0046627 negative regulation of insulin receptor signaling pathway	46.0	True	1	[46]	1	26
6984	6984	GO:0046628 positive regulation of insulin receptor signaling pathway	0.0	False	0		0	0
6985	6985	GO:0046629 gamma-delta T cell activation	0.0	False	0		0	0
6986	6986	GO:0046631 alpha-beta T cell activation	0.0	False	0		0	0
6987	6987	GO:0046632 alpha-beta T cell differentiation	0.0	False	0		0	0
6988	6988	GO:0046633 alpha-beta T cell proliferation	0.0	False	0		0	0
6989	6989	GO:0046634 regulation of alpha-beta T cell activation	0.0	False	0		0	0
6990	6990	GO:0046635 positive regulation of alpha-beta T cell activation	0.0	False	0		0	0
6991	6991	GO:0046636 negative regulation of alpha-beta T cell activation	0.0	False	0		0	0
6992	6992	GO:0046637 regulation of alpha-beta T cell differentiation	0.0	False	0		0	0
6993	6993	GO:0046638 positive regulation of alpha-beta T cell differentiation	0.0	False	0		0	0
6994	6994	GO:0046639 negative regulation of alpha-beta T cell differentiation	0.0	False	0		0	0
6995	6995	GO:0046641 positive regulation of alpha-beta T cell proliferation	0.0	False	0		0	0
6996	6996	GO:0046642 negative regulation of alpha-beta T cell proliferation	0.0	False	0		0	0
6997	6997	GO:0046645 positive regulation of gamma-delta T cell activation	0.0	False	0		0	0
6998	6998	GO:0046649 lymphocyte activation	0.0	False	0		0	0
6999	6999	GO:0046651 lymphocyte proliferation	0.0	False	0		0	0
7000	7000	GO:0046653 tetrahydrofolate metabolic process	0.0	False	0		0	0
7001	7001	GO:0046654 tetrahydrofolate biosynthetic process	0.0	False	0		0	0
7002	7002	GO:0046655 folic acid metabolic process	52.0	True	1	[52]	1	36
7003	7003	GO:0046657 folic acid catabolic process	0.0	False	0		0	0
7004	7004	GO:0046661 male sex differentiation	0.0	False	0		0	0
7005	7005	GO:0046666 retinal cell programmed cell death	0.0	False	0		0	0
7006	7006	GO:0046668 regulation of retinal cell programmed cell death	0.0	False	0		0	0
7007	7007	GO:0046671 negative regulation of retinal cell programmed cell death	0.0	False	0		0	0
7008	7008	GO:0046676 negative regulation of insulin secretion	0.0	False	0		0	0
7009	7009	GO:0046677 response to antibiotic	0.0	False	0		0	0
7010	7010	GO:0046680 response to DDT	0.0	False	0		0	0
7011	7011	GO:0046683 response to organophosphorus	0.0	False	0		0	0
7012	7012	GO:0046684 response to pyrethroid	0.0	False	0		0	0
7013	7013	GO:0046685 response to arsenic-containing substance	0.0	False	0		0	0
7014	7014	GO:0046686 response to cadmium ion	0.0	False	0		0	0
7015	7015	GO:0046688 response to copper ion	0.0	False	0		0	0
7016	7016	GO:0046689 response to mercury ion	0.0	False	0		0	0
7017	7017	GO:0046690 response to tellurium ion	0.0	False	0		0	0
7018	7018	GO:0046692 sperm competition	0.0	False	0		0	0
7019	7019	GO:0046697 decidualization	0.0	False	0		0	0
7020	7020	GO:0046700 heterocycle catabolic process	0.0	False	0		0	0
7021	7021	GO:0046705 CDP biosynthetic process	0.0	False	0		0	0
7022	7022	GO:0046709 IDP catabolic process	0.0	False	0		0	0
7023	7023	GO:0046710 GDP metabolic process	0.0	False	0		0	0
7024	7024	GO:0046711 GDP biosynthetic process	0.0	False	0		0	0
7025	7025	GO:0046712 GDP catabolic process	0.0	False	0		0	0
7026	7026	GO:0046713 borate transport	0.0	False	0		0	0
7027	7027	GO:0046716 muscle cell cellular homeostasis	0.0	False	0		0	0
7028	7028	GO:0046717 acid secretion	0.0	False	0		0	0
7029	7029	GO:0046718 viral entry into host cell	0.0	False	0		0	0
7030	7030	GO:0046719 regulation by virus of viral protein levels in host cell	0.0	False	0		0	0
7031	7031	GO:0046724 oxalic acid secretion	0.0	False	0		0	0
7032	7032	GO:0046725 negative regulation by virus of viral protein levels in host cell	0.0	False	0		0	0
7033	7033	GO:0046726 positive regulation by virus of viral protein levels in host cell	0.0	False	0		0	0
7034	7034	GO:0046745 viral capsid secondary envelopment	0.0	False	0		0	0
7035	7035	GO:0046753 non-lytic viral release	0.0	False	0		0	0
7036	7036	GO:0046754 viral exocytosis	0.0	False	0		0	0
7037	7037	GO:0046755 viral budding	0.0	False	0		0	0
7038	7038	GO:0046761 viral budding from plasma membrane	0.0	False	0		0	0
7039	7039	GO:0046777 protein autophosphorylation	71.0	True	1	[71]	1	31
7040	7040	GO:0046778 modification by virus of host mRNA processing	0.0	False	0		0	0
7041	7041	GO:0046782 regulation of viral transcription	0.0	False	0		0	0
7042	7042	GO:0046784 viral mRNA export from host cell nucleus	0.0	False	0		0	0
7043	7043	GO:0046785 microtubule polymerization	0.0	False	0		0	0
7044	7044	GO:0046786 viral replication complex formation and maintenance	0.0	False	0		0	0
7045	7045	GO:0046794 transport of virus	25.0	True	1	[25]	1	30
7046	7046	GO:0046813 receptor-mediated virion attachment to host cell	0.0	False	0		0	0
7047	7047	GO:0046814 coreceptor-mediated virion attachment to host cell	0.0	False	0		0	0
7048	7048	GO:0046822 regulation of nucleocytoplasmic transport	0.0	False	0		0	0
7049	7049	GO:0046824 positive regulation of nucleocytoplasmic transport	0.0	False	0		0	0
7050	7050	GO:0046825 regulation of protein export from nucleus	0.0	False	0		0	0
7051	7051	GO:0046826 negative regulation of protein export from nucleus	0.0	False	0		0	0
7052	7052	GO:0046827 positive regulation of protein export from nucleus	0.0	False	0		0	0
7053	7053	GO:0046831 regulation of RNA export from nucleus	0.0	False	0		0	0
7054	7054	GO:0046832 negative regulation of RNA export from nucleus	0.0	False	0		0	0
7055	7055	GO:0046833 positive regulation of RNA export from nucleus	0.0	False	0		0	0
7056	7056	GO:0046834 lipid phosphorylation	0.0	False	0		0	0
7057	7057	GO:0046835 carbohydrate phosphorylation	4.0	False	0		0	0
7058	7058	GO:0046836 glycolipid transport	0.0	False	0		0	0
7059	7059	GO:0046838 phosphorylated carbohydrate dephosphorylation	0.0	False	0		0	0
7060	7060	GO:0046839 phospholipid dephosphorylation	0.0	False	0		0	0
7061	7061	GO:0046847 filopodium assembly	0.0	False	0		0	0
7062	7062	GO:0046849 bone remodeling	0.0	False	0		0	0
7063	7063	GO:0046850 regulation of bone remodeling	0.0	False	0		0	0
7064	7064	GO:0046851 negative regulation of bone remodeling	0.0	False	0		0	0
7065	7065	GO:0046854 phosphatidylinositol phosphate biosynthetic process	0.0	False	0		0	0
7066	7066	GO:0046855 inositol phosphate dephosphorylation	0.0	False	0		0	0
7067	7067	GO:0046856 phosphatidylinositol dephosphorylation	0.0	False	0		0	0
7068	7068	GO:0046864 isoprenoid transport	0.0	False	0		0	0
7069	7069	GO:0046865 terpenoid transport	0.0	False	0		0	0
7070	7070	GO:0046874 quinolinate metabolic process	0.0	False	0		0	0
7071	7071	GO:0046877 regulation of saliva secretion	0.0	False	0		0	0
7072	7072	GO:0046878 positive regulation of saliva secretion	0.0	False	0		0	0
7073	7073	GO:0046879 hormone secretion	0.0	False	0		0	0
7074	7074	GO:0046880 regulation of follicle-stimulating hormone secretion	0.0	False	0		0	0
7075	7075	GO:0046881 positive regulation of follicle-stimulating hormone secretion	0.0	False	0		0	0
7076	7076	GO:0046882 negative regulation of follicle-stimulating hormone secretion	0.0	False	0		0	0
7077	7077	GO:0046883 regulation of hormone secretion	0.0	False	0		0	0
7078	7078	GO:0046884 follicle-stimulating hormone secretion	0.0	False	0		0	0
7079	7079	GO:0046885 regulation of hormone biosynthetic process	0.0	False	0		0	0
7080	7080	GO:0046886 positive regulation of hormone biosynthetic process	0.0	False	0		0	0
7081	7081	GO:0046887 positive regulation of hormone secretion	0.0	False	0		0	0
7082	7082	GO:0046888 negative regulation of hormone secretion	0.0	False	0		0	0
7083	7083	GO:0046889 positive regulation of lipid biosynthetic process	0.0	False	0		0	0
7084	7084	GO:0046890 regulation of lipid biosynthetic process	0.0	False	0		0	0
7085	7085	GO:0046898 response to cycloheximide	0.0	False	0		0	0
7086	7086	GO:0046900 tetrahydrofolylpolyglutamate metabolic process	0.0	False	0		0	0
7087	7087	GO:0046901 tetrahydrofolylpolyglutamate biosynthetic process	0.0	False	0		0	0
7088	7088	GO:0046902 regulation of mitochondrial membrane permeability	16.0	True	1	[16]	1	32
7089	7089	GO:0046903 secretion	0.0	False	0		0	0
7090	7090	GO:0046916 cellular transition metal ion homeostasis	7.0	False	0		0	0
7091	7091	GO:0046928 regulation of neurotransmitter secretion	0.0	False	0		0	0
7092	7092	GO:0046929 negative regulation of neurotransmitter secretion	0.0	False	0		0	0
7093	7093	GO:0046931 pore complex assembly	0.0	False	0		0	0
7094	7094	GO:0046939 nucleotide phosphorylation	0.0	False	0		0	0
7095	7095	GO:0046940 nucleoside monophosphate phosphorylation	0.0	False	0		0	0
7096	7096	GO:0046942 carboxylic acid transport	0.0	False	0		0	0
7097	7097	GO:0046947 hydroxylysine biosynthetic process	0.0	False	0		0	0
7098	7098	GO:0046949 fatty-acyl-CoA biosynthetic process	0.0	False	0		0	0
7099	7099	GO:0046950 cellular ketone body metabolic process	0.0	False	0		0	0
7100	7100	GO:0046951 ketone body biosynthetic process	0.0	False	0		0	0
7101	7101	GO:0046952 ketone body catabolic process	0.0	False	0		0	0
7102	7102	GO:0046958 nonassociative learning	0.0	False	0		0	0
7103	7103	GO:0046959 habituation	0.0	False	0		0	0
7104	7104	GO:0046960 sensitization	0.0	False	0		0	0
7105	7105	GO:0046963 3'-phosphoadenosine 5'-phosphosulfate transport	0.0	False	0		0	0
7106	7106	GO:0046967 cytosol to endoplasmic reticulum transport	0.0	False	0		0	0
7107	7107	GO:0046968 peptide antigen transport	0.0	False	0		0	0
7108	7108	GO:0046985 positive regulation of hemoglobin biosynthetic process	0.0	False	0		0	0
7109	7109	GO:0046986 negative regulation of hemoglobin biosynthetic process	0.0	False	0		0	0
7110	7110	GO:0047484 regulation of response to osmotic stress	0.0	False	0		0	0
7111	7111	GO:0047496 vesicle transport along microtubule	32.0	True	1	[32]	1	6
7112	7112	GO:0047497 mitochondrion transport along microtubule	0.0	False	0		0	0
7113	7113	GO:0048002 antigen processing and presentation of peptide antigen	18.0	False	9	[10  1  1  1  1  1  1  1  1]	1	0
7114	7114	GO:0048006 antigen processing and presentation, endogenous lipid antigen via MHC class Ib	0.0	False	0		0	0
7115	7115	GO:0048007 antigen processing and presentation, exogenous lipid antigen via MHC class Ib	0.0	False	0		0	0
7116	7116	GO:0048008 platelet-derived growth factor receptor signaling pathway	0.0	False	0		0	0
