"","ID","Name","Length","AUPRC_depmap","AUPRC_gin","AUPRC_bionic","subtract_bionic_depmap_auprc","subtract_bionic_gin_auprc","subtract_depmap_gin_auprc","Fraction_mito","Mito_genes","Fraction_essential","Essential_genes"
"1277",3027,"TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex",3,0.0278,0.0421,2e-04,-0.0276,-0.0419,-0.0143,0,"",0,""
"1278",3028,"TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex",3,2e-04,0.0434,2e-04,0,-0.0432,-0.0432,0,"",0,""
"1279",3031,"Microprocessor complex",3,0.0278,0.0421,2e-04,-0.0276,-0.0419,-0.0143,0,"",0,""
"1280",3032,"RNA-induced silencing complex, RISC",4,0.0637,0.0028,0.0829,0.0192,0.0801,0.0609,0,"",0,""
"1281",3033,"PAC3-PAC4 complex",2,0.0833,4e-04,0.1667,0.0834,0.1663,0.0829,0,"",1,"PSMG4;PSMG3"
"1282",3034,"PAC1-PAC2 complex",2,0,0,0,0,0,0,0,"",0,""
"1283",3035,"LAT2-ITGB1 complex",2,1e-04,1e-04,0.001,9e-04,9e-04,0,0,"",0,""
"1284",3036,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)",5,0.0016,0.0035,0.0048,0.0032,0.0013,-0.0019,0,"",0.2,"CUL1"
"1285",3038,"SMAD2-SMAD4-FAST1 complex",3,5e-04,3e-04,2e-04,-3e-04,-1e-04,2e-04,0,"",0,""
"1286",3039,"SMAD2-FAST1 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0,"",0,""
"1287",3040,"Multisynthetase complex",11,0.0085,0.0022,0.0057,-0.0028,0.0035,0.0063,0,"",0.545454545454545,"EPRS;DARS;IARS;QARS;MARS;KARS"
"1288",3042,"TGF-beta receptor II-TGF-beta1 complex",2,0.0079,4e-04,1e-04,-0.0078,-3e-04,0.0075,0,"",0,""
"1289",3043,"BMP2-BRIA complex",3,5e-04,8e-04,4e-04,-1e-04,-4e-04,-3e-04,0,"",0,""
"1290",3044,"SKI-NCOR1-SIN3A-HDAC1 complex",4,6e-04,4e-04,3e-04,-3e-04,-1e-04,2e-04,0,"",0,""
"1291",3045,"hs4 enhancer complex (faster migrating complex)",5,0.0031,4e-04,0.0133,0.0102,0.0129,0.0027,0,"",0,""
"1292",3046,"hs4 enhancer complex (slow migrating complex)",2,3e-04,1e-04,1e-04,-2e-04,0,2e-04,0,"",0,""
"1293",3048,"mSin3A complex",5,0.0127,0.005,0.0031,-0.0096,-0.0019,0.0077,0,"",0,""
"1294",3051,"MAD-MAX complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1295",3052,"MYC-MAX complex",2,0.1,0.0013,0,-0.1,-0.0013,0.0987,0,"",0.5,"MYC"
"1296",3053,"mSin3A-HDAC1-HDAC2 complex",3,0.0038,0.0085,5e-04,-0.0033,-0.008,-0.0047,0,"",0,""
"1297",3054,"MAD1-mSin3A-HDAC2 complex",3,3e-04,0.0011,3e-04,0,-8e-04,-8e-04,0,"",0,""
"1298",3055,"Nop56p-associated pre-rRNA complex",105,0.0917,0.0235,0.0952,0.0035,0.0717,0.0682,0.019047619047619,"SLC25A5;TUFM",0.59047619047619,"NOP56;RSL1D1;RPLP2;RPLP0;RPS17;EEF2;RPS2;RPL7;RPL17;FBL;RPS12;U2AF2;RPL13;RPL10;RPL12;RPL9;RPL4;SRP14;RPL3;RPL35;RPL27A;RPL5;RPS9;RPL14;HNRNPM;SNU13;RPS3A;RPL26;RPL15;RPL27;RPL37A;RPS8;RPS15A;RPS16;RPS14;RPS18;RPS29;RPS13;RPS11;RPL7A;RPL23A;RPS6;RPL23;RPS15;RPS24;RPL31;RPL10A;RPL32;RPL11;RPL8;EEF1A1;RPL24;RPL19;HNRNPU;RPL18A;RPL18;ILF2;ILF3;BRIX1;EBNA1BP2;NOP58;RPL36"
"1299",3056,"Microprocessor complex",2,0.0625,2e-04,0.0417,-0.0208,0.0415,0.0623,0,"",0,""
"1300",3057,"ITGA10-ITGB1 complex",2,2e-04,2e-04,1e-04,-1e-04,-1e-04,0,0,"",0,""
"1301",3058,"ITGA11-ITGB1 complex",2,1e-04,2e-04,4e-04,3e-04,2e-04,-1e-04,0,"",0,""
"1302",3059,"ITGA11-ITGB1-COL1A1 complex",3,5e-04,7e-04,2e-04,-3e-04,-5e-04,-2e-04,0,"",0,""
"1303",3060,"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying",7,9e-04,0.0141,0.0011,2e-04,-0.013,-0.0132,0,"",0.142857142857143,"SMARCB1"
"1304",3061,"RNA polymerase II complex (CBP, PCAF, RPB1, BAF47, CYCC, CDK8), chromatin structure modifying",6,0.0013,0.0185,8e-04,-5e-04,-0.0177,-0.0172,0.166666666666667,"CREBBP",0.166666666666667,"SMARCB1"
"1305",3062,"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying",4,0.0011,3e-04,6e-04,-5e-04,3e-04,8e-04,0.25,"CREBBP",0.25,"SMARCB1"
"1306",3063,"Brg1-associated complex II",7,0.1756,0.2334,0.4295,0.2539,0.1961,-0.0578,0,"",0.428571428571429,"PRMT5;ACTL6A;SMARCB1"
"1307",3064,"RNA polymerase II complex, chromatin structure modifying",16,0.0122,0.0089,0.0153,0.0031,0.0064,0.0033,0,"",0.1875,"GTF2E1;GTF2B;SMARCB1"
"1308",3065,"RNA polymerase II complex, chromatin structure modifying",9,0.073,0.0322,0.1432,0.0702,0.111,0.0408,0,"",0.222222222222222,"ACTL6A;SMARCB1"
"1309",3066,"RNA polymerase II complex, chromatin structure modifying",13,0.0031,0.0103,0.0147,0.0116,0.0044,-0.0072,0.0769230769230769,"CREBBP",0.153846153846154,"GTF2B;SMARCB1"
"1310",3067,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying",8,0.0391,0.0262,0.0794,0.0403,0.0532,0.0129,0,"",0.25,"CCNH;SMARCB1"
"1311",3070,"CTF18-cohesion-RFC-POLH complex",8,0.1237,0.0076,0.1201,-0.00360000000000001,0.1125,0.1161,0,"",0.375,"RFC2;RFC5;RFC3"
"1312",3071,"CTLH complex",5,0.1077,0.0217,0.1726,0.0649,0.1509,0.086,0,"",0,""
"1313",3075,"UTX-MLL2/3 complex",12,0.0334,0.01,0.0615,0.0281,0.0515,0.0234,0.0833333333333333,"NCOA6",0.0833333333333333,"WDR5"
"1314",3078,"DGCR8-NCL complex",2,2e-04,1e-04,4e-04,2e-04,3e-04,1e-04,0,"",0,""
"1315",3079,"DGCR8-ILF3 complex",2,1e-04,3e-04,2e-04,1e-04,-1e-04,-2e-04,0,"",0.5,"ILF3"
"1316",3080,"ILF3-XPO5 complex",2,6e-04,2e-04,1e-04,-5e-04,-1e-04,4e-04,0,"",0.5,"ILF3"
"1317",3081,"Microprocessor complex",2,0.0625,2e-04,0.0417,-0.0208,0.0415,0.0623,0,"",0,""
"1318",3082,"DGCR8 multiprotein complex",11,0.002,0.0016,0.0017,-3e-04,9.99999999999998e-05,4e-04,0,"",0.363636363636364,"HSPA5;HNRNPH1;HNRNPU;ILF3"
"1319",3083,"FA core complex 1 (Fanconi anemia core complex 1)",5,0.5937,0.6417,0.6736,0.0799,0.0318999999999999,-0.048,0,"",0,""
"1320",3084,"CCND1-CDK4 complex",2,0,0.0014,0,0,-0.0014,-0.0014,0,"",0,""
"1321",3085,"CCND2-CDK4 complex",2,1e-04,0.0025,1e-04,0,-0.0024,-0.0024,0,"",0,""
"1322",3086,"CCND3-CDK4 complex",2,1e-04,0.002,3e-04,2e-04,-0.0017,-0.0019,0,"",0,""
"1323",3087,"CCND1-CDK6 complex",2,0.0038,3e-04,4e-04,-0.0034,1e-04,0.0035,0,"",0,""
"1324",3088,"CCND2-CDK6 complex",2,0.0556,0.0079,0.0128,-0.0428,0.0049,0.0477,0,"",0,""
"1325",3089,"CCND3-CDK6 complex",2,0,0,0,0,0,0,0,"",0,""
"1326",3092,"APP-TOM40 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0.5,"TOMM40",0.5,"TOMM40"
"1327",3093,"APP-TIM23 complex",2,1e-04,1e-04,2e-04,1e-04,1e-04,0,0.5,"TIMM23",0,""
"1328",3096,"ITGA6-ITGB4-SHC1-GRB2 complex",4,0.0017,8e-04,0.0133,0.0116,0.0125,9e-04,0,"",0,""
"1329",3097,"TIM17A-TIM23 complex",2,0.0185,0.0625,0.1667,0.1482,0.1042,-0.044,1,"TIMM23;TIMM17A",0,""
"1330",3099,"TIM50-COIL complex",2,3e-04,1e-04,0.0152,0.0149,0.0151,2e-04,0.5,"TIMM50",0,""
"1331",3102,"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex",6,6e-04,8e-04,0.0023,0.0017,0.0015,-2e-04,0,"",0.166666666666667,"XRCC6"
"1332",3103,"ITGAV-ITGB3-SLC3A2 complex",3,0.0113,2e-04,0.0293,0.018,0.0291,0.0111,0,"",0,""
"1333",3104,"ITGB1-NRP1 complex",2,0.0018,5e-04,3e-04,-0.0015,-2e-04,0.0013,0,"",0,""
"1334",3110,"ITGAV-P2RY2-GNA12 complex",3,3e-04,0.0024,3e-04,0,-0.0021,-0.0021,0,"",0,""
"1335",3111,"ITGA9-ITGB1-SPP1 complex",3,4e-04,0.001,3e-04,-1e-04,-7e-04,-6e-04,0,"",0,""
"1336",3112,"ITGA5-ITGB1-SPP1 complex",3,6e-04,6e-04,2e-04,-4e-04,-4e-04,0,0,"",0,""
"1337",3113,"RBPJ-NOTCH1-MAML1 complex",3,0.0052,2e-04,1e-04,-0.0051,-1e-04,0.005,0,"",0,""
"1338",3115,"ITGA2B-ITGB3-ICAM4 complex",3,5e-04,2e-04,4e-04,-1e-04,2e-04,3e-04,0,"",0,""
"1339",3117,"ITGB5-ITGAV-VTN complex",3,2e-04,0.0558,2e-04,0,-0.0556,-0.0556,0,"",0,""
"1340",3118,"SMN1-SIP1-SNRP complex",8,0.0141,7e-04,0.0044,-0.0097,0.0037,0.0134,0,"",0.625,"SNRPB;SNRPE;SNRPD1;SNRPD2;SNRPD3"
"1341",3120,"OCT1-OBF1-DNA-TLE1 complex",3,4e-04,2e-04,2e-04,-2e-04,0,2e-04,0,"",0,""
"1342",3121,"OCT2-TLE4 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1343",3122,"OCT1-OBF1-DNA complex",2,0.001,1e-04,2e-04,-8e-04,1e-04,9e-04,0,"",0,""
"1344",3124,"TLE1-TLE2 complex",2,1e-04,3e-04,2e-04,1e-04,-1e-04,-2e-04,0,"",0,""
"1345",3127,"TLE-Histone H3 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0,"",0,""
"1346",3128,"Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)",4,0.2306,0.0113,0.3343,0.1037,0.323,0.2193,0,"",0,""
"1347",3129,"STAT6-p100-RHA complex",3,3e-04,2e-04,8e-04,5e-04,6e-04,1e-04,0.333333333333333,"SND1",0,""
"1348",3132,"OCT1-OBF1-DNA complex",2,0.001,1e-04,2e-04,-8e-04,1e-04,9e-04,0,"",0,""
"1349",3133,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)",2,0.0046,1e-04,0.0025,-0.0021,0.0024,0.0045,0,"",0,""
"1350",3135,"TLE1 corepressor complex (MASH1 promoter-corepressor complex)",8,0.0032,0.0013,0.0015,-0.0017,2e-04,0.0019,0,"",0,""
"1351",3137,"MASH1 promoter-coactivator complex",9,0.0011,0.0016,0.0037,0.0026,0.0021,-5e-04,0.0909090909090909,"CREBBP",0,""
"1352",3138,"POSH-AKT2 complex",2,0.001,9e-04,0.0012,2e-04,3e-04,1e-04,0.5,"AKT2",0,""
"1353",3140,"CRLR-RAMP2 complex",2,1e-04,1e-04,0.0054,0.0053,0.0053,0,0,"",0,""
"1354",3141,"CRLR-RAMP3 complex",2,1e-04,7e-04,1e-04,0,-6e-04,-6e-04,0,"",0,""
"1355",3142,"CAMK2-delta-MASH1 promoter-coactivator complex",8,0.001,0.0013,0.0011,1e-04,-2e-04,-3e-04,0.125,"CREBBP",0,""
"1356",3144,"GRB2-SOS1 complex",2,0.25,0.0455,0.1667,-0.0833,0.1212,0.2045,0,"",0,""
"1357",3149,"NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex",6,4e-04,7e-04,7e-04,3e-04,0,-3e-04,0,"",0,""
"1358",3151,"Sulphiredoxin-peroxiredoxin complex",2,1e-04,4e-04,6e-04,5e-04,2e-04,-3e-04,0,"",0,""
"1359",3153,"GNAQ-GEFT-RHOA complex",3,2e-04,3e-04,3e-04,1e-04,0,-1e-04,0,"",0,""
"1360",3154,"Notch2(N-TM)-Notch2(N-EC)-Delta complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1361",3155,"TFC4-CTNNB1 complex",2,0,1e-04,0,0,-1e-04,-1e-04,0,"",0,""
"1362",3156,"CBF1-HDAC1-SMRT complex",3,3e-04,0.0025,3e-04,0,-0.0022,-0.0022,0,"",0,""
"1363",3157,"PR -PRLR complex",2,3e-04,2e-04,1e-04,-2e-04,-1e-04,1e-04,0,"",0,""
"1364",3158,"RIAM-Rap1-GTP-profilin complex",3,2e-04,3e-04,3e-04,1e-04,0,-1e-04,0,"",0,""
"1365",3159,"RIAM-profilin complex",2,2e-04,4e-04,1e-04,-1e-04,-3e-04,-2e-04,0,"",0,""
"1366",3160,"RIAM-VASP complex",2,1e-04,5e-04,0.005,0.0049,0.0045,-4e-04,0,"",0,""
"1367",3164,"HESX1-TLE1 complex",2,0.0025,2e-04,6e-04,-0.0019,4e-04,0.0023,0,"",0,""
"1368",3166,"AXIN1-APC-CTNNB1-GSK3B complex",4,0.0013,9e-04,0.0096,0.0083,0.0087,4e-04,0,"",0,""
"1369",3167,"NCOR-SIN3-HDAC-HESX1 complex",6,0.0065,0.0021,0.001,-0.0055,-0.0011,0.0044,0,"",0,""
"1370",3168,"DAXX-AXIN complex",2,1e-04,8e-04,5e-04,4e-04,-3e-04,-7e-04,0,"",0,""
"1371",3170,"Daxx-Axin-p53 complex",3,4e-04,4e-04,3e-04,-1e-04,-1e-04,0,0,"",0,""
"1372",3172,"NUMB-TP53-MDM2 complex",3,2e-04,4e-04,2e-04,0,-2e-04,-2e-04,0,"",0,""
"1373",3174,"CIN85-BLNK complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1374",3175,"CIN85-CBL complex",2,1e-04,1e-04,0.0017,0.0016,0.0016,0,0,"",0,""
"1375",3176,"USP1-UAF1 complex",2,0,0,0,0,0,0,0,"",0,""
"1376",3177,"GNA14-p115RhoGEF complex",2,4e-04,0.0011,1e-04,-3e-04,-0.001,-7e-04,0,"",0,""
"1377",3181,"LMO4-CREB complex",2,1e-04,2e-04,7e-04,6e-04,5e-04,-1e-04,0.5,"CREB1",0,""
"1378",3183,"PDGFRA-SHP-2 complex, PDGF stimulated",2,3e-04,0.0185,1e-04,-2e-04,-0.0184,-0.0182,0,"",0,""
"1379",3186,"GRB2-SHP-2 complex, PDGF stimulated",2,0,0,0,0,0,0,0,"",0,""
"1380",3187,"FHL2-FHL3 complex",2,2e-04,0.0109,1e-04,-1e-04,-0.0108,-0.0107,0,"",0,""
"1381",3188,"FHL2-ACT complex",2,3e-04,1e-04,1e-04,-2e-04,0,2e-04,0,"",0,""
"1382",3189,"FHL2-CREB complex",2,1e-04,4e-04,1e-04,0,-3e-04,-3e-04,0.5,"CREB1",0,""
"1383",3190,"FHL3-CREB complex",2,1e-04,5e-04,1e-04,0,-4e-04,-4e-04,0.5,"CREB1",0,""
"1384",3191,"ACT-CREB complex",2,1e-04,1e-04,1e-04,0,0,0,0.5,"CREB1",0,""
"1385",3196,"FHL4/STX11-ACT complex",2,0.0013,2e-04,3e-04,-0.001,1e-04,0.0011,0,"",0,""
"1386",3197,"SMAD4-SNO-SKI complex",3,0.0221,8e-04,0.042,0.0199,0.0412,0.0213,0,"",0,""
"1387",3198,"SKI-SMAD2 complex",2,1e-04,1e-04,2e-04,1e-04,1e-04,0,0,"",0,""
"1388",3199,"SKI-SMAD3 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0,"",0,""
"1389",3200,"SMAD4-SKI complex",2,0.0041,0.0021,3e-04,-0.0038,-0.0018,0.002,0,"",0,""
"1390",3204,"SMAD2-SKI-NCOR complex",3,2e-04,3e-04,2e-04,0,-1e-04,-1e-04,0,"",0,""
"1391",3205,"SMAD3-SKI-NCOR complex",3,2e-04,5e-04,2e-04,0,-3e-04,-3e-04,0,"",0,""
"1392",3206,"SMAD4-SKI-NCOR complex",3,0.0012,7e-04,3e-04,-9e-04,-4e-04,5e-04,0,"",0,""
"1393",3207,"LIN2-LIN7-SAP97-MINT1 complex",4,0.0018,0.0015,4e-04,-0.0014,-0.0011,3e-04,0,"",0,""
"1394",3208,"LIN2-LIN7 complex",2,1e-04,2e-04,4e-04,3e-04,2e-04,-1e-04,0,"",0,""
"1395",3209,"LIN2-SAP97 complex",2,0.0049,1e-04,1e-04,-0.0048,0,0.0048,0,"",0,""
"1396",3213,"ULBP1-KLRK1-HCST complex",3,0.0014,0.001,5e-04,-9e-04,-5e-04,4e-04,0,"",0,""
"1397",3229,"CDK9-IL6ST complex",2,4e-04,1e-04,6e-04,2e-04,5e-04,3e-04,0,"",0.5,"CDK9"
"1398",3231,"Eps15-stonin2 complex",2,1e-04,1e-04,2e-04,1e-04,1e-04,0,0,"",0,""
"1399",3233,"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",4,4e-04,5e-04,4e-04,0,-1e-04,-1e-04,0,"",0,""
"1400",3234,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",5,4e-04,6e-04,6e-04,2e-04,0,-2e-04,0,"",0,""
"1401",3262,"SCAMP1-SCAMP2-SCAMP3 complex",3,4e-04,1e-04,1e-04,-3e-04,0,3e-04,0,"",0,""
"1402",3263,"HERP1/HEY2-NCOR-SIN3A complex",4,3e-04,6e-04,0.001,7e-04,4e-04,-3e-04,0,"",0,""
"1403",3269,"RB1-HDAC1-BRG1 complex",3,3e-04,3e-04,3e-04,0,0,0,0,"",0,""
"1404",3271,"Gamma-secretase-Delta1 complex",5,0.4296,0.0063,0.4216,-0.00800000000000001,0.4153,0.4233,0,"",0,""
"1405",3284,"SMN complex (GEMIN2, GEMIN3, GEMIN4, GEMIN5, SMN)",6,0.0069,0.0039,0.0199,0.013,0.016,0.003,0,"",0.166666666666667,"GEMIN5"
"1406",3296,"SMN complex (GEMIN5,4,3), SMN-independent intermediate",3,0.0093,5e-04,0.011,0.0017,0.0105,0.0088,0,"",0.333333333333333,"GEMIN5"
"1407",3297,"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate",3,0.084,2e-04,0.0558,-0.0282,0.0556,0.0838,0,"",0.333333333333333,"GEMIN6"
"1408",3298,"SMN complex (GEMIN2,5, SMN)",4,1e-04,2e-04,6e-04,5e-04,4e-04,-1e-04,0,"",0.25,"GEMIN5"
"1409",3522,"COG complex",8,0.8432,0.4909,0.9643,0.1211,0.4734,0.3523,0,"",0.125,"COG3"
"1410",3525,"Tetrameric COG subcomplex",4,0.6205,0.7581,0.8333,0.2128,0.0752,-0.1376,0,"",0,""
"1411",3529,"COG5-COG6-COG7 subcomplex",3,0.6667,0.5694,0.6667,0,0.0972999999999999,0.0972999999999999,0,"",0,""
"1412",3530,"Binary COG subcomplex",2,0,0,0,0,0,0,0,"",0,""
"1413",3532,"COG1-COG8 subcomplex",2,0.125,0,0,-0.125,0,0.125,0,"",0,""
"1414",3544,"COG2-COG3-COG4 subcomplex",3,0.6667,0.2688,0.6667,0,0.3979,0.3979,0,"",0.333333333333333,"COG3"
"1415",3545,"COG5-COG6-COG7 subcomplex",3,0.6667,0.5694,0.6667,0,0.0972999999999999,0.0972999999999999,0,"",0,""
"1416",3551,"COG1-COG8-COG2-COG3-COG4 subcomplex",5,0.7397,0.4625,0.9,0.1603,0.4375,0.2772,0,"",0.2,"COG3"
"1417",3552,"COG1-COG8-COG5-COG6-COG7 subcomplex",5,0.733,0.5779,0.9,0.167,0.3221,0.1551,0,"",0,""
"1418",3556,"COG complex",8,0.8432,0.4909,0.9643,0.1211,0.4734,0.3523,0,"",0.125,"COG3"
"1419",3618,"GammaH2AFX-NDHII-Ku70-DNA complex",3,3e-04,6e-04,2e-04,-1e-04,-4e-04,-3e-04,0,"",0.333333333333333,"XRCC6"
"1420",3634,"NR3C2-UBC9-SRC-1 complex",3,0.0011,2e-04,2e-04,-9e-04,0,9e-04,0.333333333333333,"NCOA1",0.333333333333333,"UBE2I"
"1421",3677,"RIN1-STAM2-HRS complex",3,3e-04,6e-04,3e-04,0,-3e-04,-3e-04,0,"",0,""
"1422",3678,"RIN1-STAM2-EGFR complex, EGF stimulated",3,3e-04,4e-04,2e-04,-1e-04,-2e-04,-1e-04,0,"",0,""
"1423",3710,"CHL2-BMP2 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0,"",0,""
"1424",3711,"CHL2-BMP2-TSG complex",3,2e-04,2e-04,2e-04,0,0,0,0,"",0,""
"1425",3714,"Pericentrin-GCP complex",3,0.006,0.0071,0.0252,0.0192,0.0181,-0.0011,0,"",0.333333333333333,"TUBGCP2"
"1426",3729,"SKI-SMAD2 complex",2,1e-04,1e-04,2e-04,1e-04,1e-04,0,0,"",0,""
"1427",3733,"SKI-SMAD3 complex",2,1e-04,2e-04,1e-04,0,-1e-04,-1e-04,0,"",0,""
"1428",3739,"SKI-SMAD2-SMAD4  pentameric complex",3,0.0013,8e-04,4e-04,-9e-04,-4e-04,5e-04,0,"",0,""
"1429",3740,"SKI-SMAD3-SMAD4 complex",3,0.0309,9e-04,3e-04,-0.0306,-6e-04,0.03,0,"",0,""
"1430",3749,"CREBBP-SMAD2 hexameric complex",2,1e-04,2e-04,4e-04,3e-04,2e-04,-1e-04,0.5,"CREBBP",0,""
"1431",3750,"CREBBP-SMAD3 hexameric complex",2,1e-04,1e-04,0.001,9e-04,9e-04,0,0.5,"CREBBP",0,""
"1432",3753,"CREBBP-SMAD2-SMAD4 pentameric complex",3,3e-04,6e-04,8e-04,5e-04,2e-04,-3e-04,0.333333333333333,"CREBBP",0,""
"1433",3754,"CREBBP-SMAD3-SMAD4 pentameric complex",3,0.024,6e-04,0.0013,-0.0227,7e-04,0.0234,0.333333333333333,"CREBBP",0,""
"1434",3828,"DRIP78-PHLP complex",2,1e-04,0.0017,1e-04,0,-0.0016,-0.0016,0,"",0,""
"1435",3847,"TCL1(trimer)-AKT1 complex",2,6e-04,0.0014,2e-04,-4e-04,-0.0012,-8e-04,0.5,"AKT1",0,""
"1436",3848,"TCL1(trimer)-AKT2 complex",2,2e-04,7e-04,1e-04,-1e-04,-6e-04,-5e-04,0.5,"AKT2",0,""
"1437",3853,"Rb-HDAC1 complex",2,2e-04,1e-04,1e-04,-1e-04,0,1e-04,0,"",0,""
"1438",3900,"GABP(gamma)1-E2F1-DP1 complex",3,2e-04,0.0071,0.0558,0.0556,0.0487,-0.0069,0,"",0,""
"1439",3917,"Ternary complex (GATA4, SRF, MYOCD)",3,4e-04,5e-04,2e-04,-2e-04,-3e-04,-1e-04,0,"",0,""
"1440",3941,"RAB11FIP1-RAB11A complex",2,4e-04,1e-04,4e-04,0,3e-04,3e-04,0,"",0,""
"1441",3959,"SKI-SMAD3-SMAD4 complex, TGF(beta)-dependent",3,0.0309,9e-04,3e-04,-0.0306,-6e-04,0.03,0,"",0,""
"1442",3961,"SMAD3-cSKI-SIN3A-HDAC1 complex",4,4e-04,4e-04,4e-04,0,0,0,0,"",0,""
"1443",3972,"Ubiquitin E3 ligase (SMURF2, SMAD3) - SnoN complex, TGF(beta)-dependent",3,4e-04,2e-04,3e-04,-1e-04,1e-04,2e-04,0,"",0,""
"1444",3979,"mTORC2 complex",4,0.6002,0.3335,0.5268,-0.0733999999999999,0.1933,0.2667,0,"",0.25,"MTOR"
"1445",3980,"mTOR complex (MTOR, RAPTOR, MLST8)",3,0.1702,0.0042,0.1974,0.0272,0.1932,0.166,0,"",0.333333333333333,"MTOR"
"1446",3992,"ClpXP complex",2,0,0,0,0,0,0,1,"CLPX;CLPP",0,""
"1447",4025,"ACTN1-PARVB complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1448",4039,"PAR4-BACE1 complex",2,4e-04,1e-04,2e-04,-2e-04,1e-04,3e-04,0,"",0,""
"1449",4043,"NEMO-HIF2(alpha)-ARNT complex",3,0.0211,4e-04,0.017,-0.0041,0.0166,0.0207,0,"",0,""
"1450",4072,"Ubiquitin E3 ligase (CUL1, RBX1, SKP1)",3,7e-04,0.0041,0.0025,0.0018,-0.0016,-0.0034,0,"",0.333333333333333,"CUL1"
"1451",4081,"Ku antigen complex",2,5e-04,7e-04,1e-04,-4e-04,-6e-04,-2e-04,0,"",0.5,"XRCC6"
"1452",4082,"XRCC6-XRCC5-WRN complex",3,6e-04,4e-04,2e-04,-4e-04,-2e-04,2e-04,0,"",0.333333333333333,"XRCC6"
"1453",4089,"SMAD6-HOXC8 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0,""
"1454",4090,"SMAD6-HOXA9 complex",2,1e-04,1e-04,3e-04,2e-04,2e-04,0,0,"",0,""
"1455",4095,"CTNNAL1-CTNNB1 complex",2,1e-04,0.0019,2e-04,1e-04,-0.0017,-0.0018,0,"",0,""
"1456",4096,"CTNNA1-CTNNB1 complex",2,1e-04,0.0333,8e-04,7e-04,-0.0325,-0.0332,0,"",0,""
"1457",4151,"TSC (TSC1, TSC2, AXIN, GSK3) complex",4,0.0142,0.0023,6e-04,-0.0136,-0.0017,0.0119,0,"",0,""
"1458",4158,"HSP90-FKBP38-CAM-Ca(2+) complex",4,4e-04,8e-04,5e-04,1e-04,-3e-04,-4e-04,0.25,"FKBP8",0,""
"1459",4200,"DNM1L-FIS1 complex",2,1e-04,1e-04,7e-04,6e-04,6e-04,0,1,"DNM1L;FIS1",0,""
"1460",4216,"HNRNPU-NR3C1 complex",2,1e-04,1e-04,1e-04,0,0,0,0,"",0.5,"HNRNPU"
"1461",4389,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",4,0.0183,0.011,0.0349,0.0166,0.0239,0.0073,0,"",1,"EIF3G;EIF3B;EIF3I;EIF3A"
"1462",4392,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",5,0.0183,0.011,0.0349,0.0166,0.0239,0.0073,0,"",0.8,"EIF3G;EIF3B;EIF3I;EIF3A"
"1463",4395,"EIF3 complex (EIF3B, EIF3G, EIF3I)",3,0.0081,0.0062,0.0016,-0.0065,-0.0046,0.0019,0,"",1,"EIF3G;EIF3B;EIF3I"
"1464",4399,"EIF3 complex (EIF3B, EIF3J, EIF3I)",3,0.0013,0.0183,4e-04,-9e-04,-0.0179,-0.017,0,"",0.666666666666667,"EIF3B;EIF3I"
"1465",4403,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",5,0.0115,0.044,0.0207,0.0092,-0.0233,-0.0325,0,"",0.8,"EIF3G;EIF3B;EIF3I;EIF3A"
"1466",4478,"CBF-DNA complex",3,0.3444,0.5694,0.6667,0.3223,0.0972999999999999,-0.225,0,"",0,""
"1467",4498,"p32-CBF-DNA complex",4,0.0061,0.0782,0.3343,0.3282,0.2561,-0.0721,0.25,"C1QBP",0,""
"1468",4869,"beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)",4,6e-04,3e-04,6e-04,0,3e-04,3e-04,0,"",0,""
