gene	Nucleus	Nucleolus	Mitochondrion	Peroxisome	Endoplasmic reticulum	Cytoskeleton & Plasma membrane	Golgi & Endosome & Lysosome
MYT1L	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FBRSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC2A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KIAA0141	0.0	0.0	1.0	0.0	0.0	0.0	0.0
DEPDC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSPAN14	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IK	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHFR	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SCN4A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF302	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NXPE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPATCH4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSGIN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDHD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPKAPK3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35G6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DYTN	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLB1L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFYC	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MROH7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX264	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR23C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FTSJ3	1.0	1.0	0.0	0.0	0.0	0.0	0.0
C4A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TOP2B	1.0	1.0	0.0	0.0	0.0	0.0	0.0
NTM	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PRDM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KANSL3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTD2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NFIC	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF697	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCN1B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
URGCP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0226L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR29	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMD13	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ATF5	1.0	0.0	0.0	0.0	0.0	1.0	0.0
BAHD1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPD5	1.0	1.0	0.0	0.0	0.0	0.0	0.0
TEX22	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRIK2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SMIM34B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPM1N	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFTPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAGE12C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKAG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PERP	0.0	0.0	0.0	0.0	0.0	1.0	0.0
BLCAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF300	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RGS4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM104B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM4E	1.0	0.0	0.0	0.0	0.0	0.0	0.0
BZW2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATXN7L3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SELENBP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NTF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRID2IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C19orf25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSEN34	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RLN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSC22D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COG6	0.0	0.0	0.0	0.0	0.0	0.0	1.0
UBE2W	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DUSP22	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL6A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPD4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GTF2IRD1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KY	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALKBH8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENDOU	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF28	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMA7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL34	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PET117	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MRO	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPIN1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SP140L	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP2C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLDIP3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHA8	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LOC728763	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLDN9	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ALPK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIGD1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP9B	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TMEM243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF821	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBED5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E2F5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GSPT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALKBH2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC21A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOX5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R14D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf68	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM133B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM8	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8N	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADPS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIABLO	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FAM86A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L3MBTL1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCOCO2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSP00000398526	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA13	1.0	0.0	0.0	0.0	0.0	1.0	0.0
PRF1	0.0	0.0	0.0	0.0	0.0	0.0	1.0
TAMM41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EXOSC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA11	1.0	0.0	0.0	0.0	0.0	1.0	1.0
FAM71E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP25-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD44	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ARL13A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITK	1.0	0.0	0.0	0.0	0.0	1.0	0.0
VWA5B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNF	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CHID1	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CYR61	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RELL1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SNX13	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ZNF142	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TSTA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHF21A	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KMT2B	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IP6K3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK12	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DOHH	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DMB	0.0	0.0	0.0	0.0	0.0	1.0	1.0
SGCE	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CNTNAP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C18orf42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR10J1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SLC6A12	0.0	0.0	0.0	0.0	0.0	1.0	0.0
HLA-B	0.0	0.0	0.0	0.0	1.0	1.0	1.0
MXRA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCHSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT62	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3orf52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLC2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CCBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD36	0.0	0.0	0.0	0.0	0.0	1.0	1.0
LRRC70	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DDOST	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ATF7	1.0	0.0	0.0	0.0	0.0	0.0	0.0
JMJD8	1.0	0.0	0.0	0.0	1.0	0.0	0.0
LY6H	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNIK	1.0	0.0	0.0	0.0	0.0	1.0	1.0
SATB1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD63	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRS2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
GAB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP69B	1.0	1.0	0.0	0.0	0.0	0.0	0.0
PRG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLAC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BEST1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CT47A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MBIP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CHRM2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MOV10	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXC4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CNOT10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF839	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGA1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NBEAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLYWCH1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP2R2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC52A1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TAF6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRJ	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KRTAP5-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CT47A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASRGL1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TEN1-CDK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM65A	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SLC25A13	0.0	0.0	1.0	0.0	0.0	1.0	0.0
ZDHHC13	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EWSR1	1.0	1.0	0.0	0.0	0.0	0.0	0.0
B3GNT9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSP00000400168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOA	0.0	0.0	0.0	0.0	0.0	1.0	0.0
C17orf89	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FJX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ULK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXA2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERAP2	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ZNF146	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPF	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TPRXL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP91	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM106C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMTM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THAP5	1.0	0.0	0.0	0.0	0.0	0.0	0.0
FASTKD1	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CCL24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPE	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CASP16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNPT1	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EXOC3L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNA13	1.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf159	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC69	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APTX	1.0	1.0	0.0	0.0	0.0	0.0	0.0
SLC35G2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZNF736	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AARSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF234	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP17L11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPNS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIP5K1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TESPA1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OTOGL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2L3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MYBPC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLAIN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35G1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AGAP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTD	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF780A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPZB	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GINS3	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HECTD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD34C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SATB2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SS18L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBSCR22	1.0	1.0	0.0	0.0	0.0	0.0	0.0
USP19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTPS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBLL1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SHC1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
FRG2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16orf90	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM8A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
TIA1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC388813	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYD88	1.0	0.0	0.0	0.0	0.0	0.0	1.0
VPS53	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LDB3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERN1	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RANGAP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM232	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC6	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NAPRT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STRC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAH1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RFX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RANBP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ECD	1.0	0.0	0.0	0.0	0.0	0.0	0.0
DTHD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO16	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOCD	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS42	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5H14	0.0	0.0	0.0	0.0	0.0	1.0	0.0
GK	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PAN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4HA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CITED1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
C14orf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMC6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ACSF2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HYAL2	0.0	0.0	0.0	0.0	1.0	1.0	1.0
MXD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KBTBD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PRSS45	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNRC6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF223	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR1M1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MAVS	0.0	0.0	1.0	1.0	0.0	0.0	0.0
SEPT4	1.0	0.0	1.0	0.0	0.0	1.0	0.0
C17orf58	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDZD2	1.0	0.0	0.0	0.0	0.0	1.0	0.0
MTO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	0.0	0.0	0.0	0.0	0.0	1.0	0.0
WEE1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SAMD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HK1	0.0	0.0	1.0	0.0	0.0	0.0	0.0
C5orf66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC12A3	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IQCJ	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEF2B	1.0	0.0	0.0	0.0	0.0	0.0	0.0
VSIG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RUNX1T1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LACTBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAPTM4B	0.0	0.0	0.0	0.0	0.0	1.0	1.0
RPF2	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ZNF469	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COPG2	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CDRT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTA2	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CHST15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRAMD1B	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CLSTN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPAMD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMG1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SENP6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MTMR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDGA1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CPS1	1.0	1.0	1.0	0.0	0.0	0.0	0.0
ENSP00000402644	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR83	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM177	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BHMG1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NR2C2AP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PMEL	0.0	0.0	0.0	0.0	0.0	1.0	1.0
TMEM235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TREML1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PLCL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2orf74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBC1D5	0.0	0.0	0.0	0.0	0.0	0.0	1.0
FAM58A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHTF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRMD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VKORC1L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGIRR	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MFSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM233	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSP00000403181	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP10	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EMC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO43	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD36C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNRNP35	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP27	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM126A	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ZDHHC17	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CCPG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ODF2	1.0	0.0	0.0	0.0	0.0	1.0	0.0
GRB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CC2D2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTA	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRAP	1.0	0.0	0.0	0.0	0.0	0.0	0.0
GAMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL55	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SYNGAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TANGO2	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CGB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRM2	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NABP1	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ARRB2	1.0	0.0	0.0	0.0	0.0	1.0	0.0
USP17L10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLR2F	1.0	1.0	0.0	0.0	0.0	0.0	0.0
PPP1R13L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP5SL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBCEL	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFCAB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C11orf74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CLDN34	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C15orf40	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMED4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMC6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX6	1.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2V1	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ILF3	1.0	1.0	1.0	0.0	0.0	0.0	0.0
IFT74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAGE12F	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSP00000404127	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP170B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RACGAP1	1.0	0.0	0.0	0.0	0.0	1.0	0.0
CKMT2	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CCDC155	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFHC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LILRA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL17B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VGLL4	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMCX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL36A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJB14	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LIMS3L	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOHLH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPIPB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCBE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BBC3	0.0	0.0	1.0	0.0	0.0	0.0	0.0
KRTAP21-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYH13	0.0	0.0	0.0	0.0	0.0	1.0	0.0
